RID,VERSION,STATUS,IP,HTTP_URL,SESSION,START,DURATION,SRC,EXTID,consent,q2,q3,q4,q5,q89_1,q89_2,q7,q89_3,q89_4,q8,bid_random,bid,q9,q10,q11,q11_other,block,design_offset,q16_1,q16_2,q16_3,q16_4,q16_5,q16_6,q16_7,q17_1,q17_2,q18,q19,q20,q20_other,q21,q22,q23,q24
106,3,7,Anonymised,Anonymised,Anonymised,1655300354.65001,461.634,Prolific,Anonymised,1,2,1,Anonymised,3,-2,2,2,2,1,12,10,£80.00,,2,3,Anonymised,2,4,11,8,9,7,9,9,9,4,2,1,1,2,Anonymised,4,5,10,Anonymised
134,4,7,Anonymised,Anonymised,Anonymised,1655300495.42996,322.348,Prolific,Anonymised,1,2,4,Anonymised,1,2,2,2,2,2,6,4,£20.00,1,,,Anonymised,1,0,11,8,11,8,9,9,11,4,3,2,2,1,Anonymised,5,6,10,Anonymised
119,3,7,Anonymised,Anonymised,Anonymised,1655300415.3177,403.742,Prolific,Anonymised,1,2,2,Anonymised,1,1,1,4,1,1,5,7,£50.00,2,,5,Anonymised,2,4,10,6,8,6,9,9,9,3,3,2,2,2,Anonymised,5,10,6,Anonymised
100,3,7,Anonymised,Anonymised,Anonymised,1655300320.92383,501.327,Prolific,Anonymised,1,2,2,Anonymised,1,2,2,2,2,2,3,10,£80.00,2,,1,Anonymised,1,0,9,6,10,6,9,10,9,2,2,1,2,1,Anonymised,5,6,10,Anonymised
112,3,7,Anonymised,Anonymised,Anonymised,1655300379.84592,451.382,Prolific,Anonymised,1,2,1,Anonymised,1,4,4,2,4,2,3,7,£50.00,2,,1,Anonymised,1,0,11,8,8,7,10,11,11,4,4,1,1,1,Anonymised,6,2,10,Anonymised
95,3,7,Anonymised,Anonymised,Anonymised,1655300280.01028,557.502,Prolific,Anonymised,1,2,1,Anonymised,1,2,1,2,2,3,3,7,£50.00,1,,,Anonymised,2,4,8,8,8,7,8,8,8,4,3,1,2,1,Anonymised,5,6,10,Anonymised
78,3,7,Anonymised,Anonymised,Anonymised,1655300074.39653,768.622,Prolific,Anonymised,1,2,5,Anonymised,1,4,2,3,1,2,3,5,£30.00,1,,,Anonymised,2,4,11,9,10,9,10,11,11,5,5,2,1,1,Anonymised,3,3,10,Anonymised
122,4,7,Anonymised,Anonymised,Anonymised,1655300436.31742,407.253,Prolific,Anonymised,1,2,2,Anonymised,1,4,5,2,3,3,4,9,£70.00,2,,1,Anonymised,2,4,11,6,11,7,11,11,11,5,3,2,2,1,Anonymised,5,10,10,Anonymised
130,4,7,Anonymised,Anonymised,Anonymised,1655300488.04687,356.652,Prolific,Anonymised,1,2,2,Anonymised,1,3,3,3,-5,5,6,7,£50.00,1,,,Anonymised,2,4,9,6,8,8,7,9,10,3,3,2,1,1,Anonymised,5,6,9,Anonymised
125,4,7,Anonymised,Anonymised,Anonymised,1655300447.37616,402.965,Prolific,Anonymised,1,2,2,Anonymised,1,4,4,2,0,5,7,10,£80.00,1,,,Anonymised,1,0,10,7,10,9,11,11,11,3,4,1,2,1,Anonymised,5,7,10,Anonymised
121,3,7,Anonymised,Anonymised,Anonymised,1655300433.79406,419.334,Prolific,Anonymised,1,2,4,Anonymised,1,3,4,2,3,4,5,9,£70.00,1,,,Anonymised,2,4,11,7,11,8,11,11,11,4,3,2,1,1,Anonymised,5,3,10,Anonymised
86,3,7,Anonymised,Anonymised,Anonymised,1655300146.49257,715.412,Prolific,Anonymised,1,1,2,Anonymised,1,4,4,2,4,5,6,1,£1.00,1,,,Anonymised,1,0,11,10,11,11,11,11,11,3,3,2,1,1,Anonymised,5,5,10,Anonymised
142,4,7,Anonymised,Anonymised,Anonymised,1655300540.43889,321.924,Prolific,Anonymised,1,1,2,Anonymised,1,3,4,1,5,5,3,10,£80.00,1,,,Anonymised,2,4,11,7,11,11,11,11,11,3,3,1,2,2,Anonymised,5,10,10,Anonymised
138,4,7,Anonymised,Anonymised,Anonymised,1655300509.77012,355.297,Prolific,Anonymised,1,1,3,Anonymised,1,3,2,2,2,2,4,9,£70.00,2,,1,Anonymised,1,0,9,8,9,8,10,9,9,3,3,2,2,1,Anonymised,5,6,10,Anonymised
118,3,7,Anonymised,Anonymised,Anonymised,1655300412.60777,464.066,Prolific,Anonymised,1,2,3,Anonymised,1,5,5,3,5,5,9,2,£5.00,1,,,Anonymised,1,0,11,9,11,10,11,11,11,3,3,1,2,1,Anonymised,4,9,10,Anonymised
139,4,7,Anonymised,Anonymised,Anonymised,1655300530.15169,346.573,Prolific,Anonymised,1,2,2,Anonymised,1,1,2,2,0,0,6,6,£40.00,1,,,Anonymised,1,0,9,5,7,5,8,9,9,4,4,2,2,1,Anonymised,5,6,6,Anonymised
153,4,7,Anonymised,Anonymised,Anonymised,1655300592.23929,287.496,Prolific,Anonymised,1,2,2,Anonymised,1,2,0,4,0,0,11,3,£10.00,1,,,Anonymised,2,4,8,8,8,8,8,9,9,4,4,1,1,2,Anonymised,4,4,10,Anonymised
45,3,7,Anonymised,Anonymised,Anonymised,1655299879.79946,1004.822,Prolific,Anonymised,1,1,1,Anonymised,1,3,3,2,4,2,12,6,£40.00,,1,,Anonymised,1,0,11,8,9,7,11,11,11,4,3,1,2,1,Anonymised,2,3,9,Anonymised
146,4,7,Anonymised,Anonymised,Anonymised,1655300552.20226,334.419,Prolific,Anonymised,1,2,1,Anonymised,2,1,3,2,5,4,6,4,£20.00,2,,6,Anonymised,2,4,11,11,9,9,11,11,11,1,1,2,2,1,Anonymised,5,4,9,Anonymised
135,4,7,Anonymised,Anonymised,Anonymised,1655300503.43052,396.084,Prolific,Anonymised,1,2,2,Anonymised,1,1,5,3,4,4,8,2,£5.00,1,,,Anonymised,1,0,10,6,9,7,9,10,10,5,4,1,1,1,Anonymised,5,6,8,Anonymised
143,4,7,Anonymised,Anonymised,Anonymised,1655300541.83251,358.806,Prolific,Anonymised,1,2,2,Anonymised,1,1,1,2,1,1,6,1,£1.00,1,,,Anonymised,2,4,9,9,9,9,9,9,9,3,3,1,2,1,Anonymised,5,6,10,Anonymised
149,4,7,Anonymised,Anonymised,Anonymised,1655300575.29992,325.713,Prolific,Anonymised,1,1,2,Anonymised,1,3,4,2,3,3,7,5,£30.00,1,,,Anonymised,2,4,11,8,11,9,11,11,11,3,3,1,1,2,Anonymised,5,9,9,Anonymised
144,4,7,Anonymised,Anonymised,Anonymised,1655300543.50145,366.01,Prolific,Anonymised,1,2,1,Anonymised,1,2,4,2,0,5,5,8,£60.00,1,,,Anonymised,1,0,11,7,11,8,11,11,11,3,3,2,2,1,Anonymised,5,6,10,Anonymised
141,4,7,Anonymised,Anonymised,Anonymised,1655300534.65609,390.724,Prolific,Anonymised,1,2,3,Anonymised,1,3,0,4,-1,2,12,1,£1.00,,1,,Anonymised,1,0,10,6,10,6,6,8,8,3,3,1,2,1,Anonymised,3,10,10,Anonymised
163,4,7,Anonymised,Anonymised,Anonymised,1655300624.73872,302.828,Prolific,Anonymised,1,2,1,Anonymised,4,2,2,3,0,5,6,6,£40.00,1,,,Anonymised,1,0,11,10,9,9,10,11,10,3,3,2,1,1,Anonymised,5,9,10,Anonymised
136,4,7,Anonymised,Anonymised,Anonymised,1655300504.90591,441.091,Prolific,Anonymised,1,2,2,Anonymised,1,1,1,2,1,2,10,8,£60.00,1,,,Anonymised,1,0,9,6,10,6,7,7,7,3,3,1,2,1,Anonymised,5,9,7,Anonymised
181,4,7,Anonymised,Anonymised,Anonymised,1655300695.66303,260.086,Prolific,Anonymised,1,2,1,Anonymised,1,3,3,3,3,5,6,2,£5.00,1,,,Anonymised,1,0,10,7,8,4,10,11,11,4,3,1,1,1,Anonymised,5,5,10,Anonymised
171,4,7,Anonymised,Anonymised,Anonymised,1655300657.63166,311.091,Prolific,Anonymised,1,2,4,Anonymised,1,1,1,3,0,0,7,5,£30.00,2,,1,Anonymised,2,4,10,9,9,9,9,9,9,3,3,1,2,1,Anonymised,5,5,10,Anonymised
184,4,7,Anonymised,Anonymised,Anonymised,1655300710.32676,269.193,Prolific,Anonymised,1,2,3,Anonymised,1,1,1,2,1,1,6,9,£70.00,2,,2,Anonymised,1,0,9,8,8,8,8,8,8,3,3,1,2,1,Anonymised,5,8,7,Anonymised
104,3,7,Anonymised,Anonymised,Anonymised,1655300333.59095,646.635,Prolific,Anonymised,1,2,4,Anonymised,1,3,1,2,1,1,8,1,£1.00,1,,,Anonymised,2,4,11,9,10,7,10,11,11,4,4,1,1,2,Anonymised,3,6,10,Anonymised
179,4,7,Anonymised,Anonymised,Anonymised,1655300692.43678,290.44,Prolific,Anonymised,1,1,2,Anonymised,1,3,2,2,2,2,1,6,£40.00,,1,,Anonymised,1,0,10,8,10,8,9,10,10,3,3,1,2,1,Anonymised,3,9,10,Anonymised
147,4,7,Anonymised,Anonymised,Anonymised,1655300553.28335,431.536,Prolific,Anonymised,1,2,1,Anonymised,1,1,1,3,2,2,12,4,£20.00,,1,,Anonymised,1,0,7,7,7,7,8,9,10,4,3,1,2,1,Anonymised,4,10,7,Anonymised
188,4,7,Anonymised,Anonymised,Anonymised,1655300725.5019,269.442,Prolific,Anonymised,1,2,1,Anonymised,4,1,2,2,2,2,7,3,£10.00,1,,,Anonymised,2,4,10,8,6,6,8,9,10,3,3,2,1,1,Anonymised,5,6,10,Anonymised
116,3,7,Anonymised,Anonymised,Anonymised,1655300403.11989,593.523,Prolific,Anonymised,1,2,2,Anonymised,1,2,4,2,3,5,5,3,£10.00,1,,,Anonymised,2,4,11,9,11,10,11,11,11,5,5,1,1,2,Anonymised,4,6,10,Anonymised
178,4,7,Anonymised,Anonymised,Anonymised,1655300685.13983,319.764,Prolific,Anonymised,1,1,2,Anonymised,1,4,4,2,4,4,3,5,£30.00,1,,,Anonymised,2,4,11,9,10,8,10,11,11,3,3,1,2,1,Anonymised,5,7,10,Anonymised
177,4,7,Anonymised,Anonymised,Anonymised,1655300684.70565,323.43,Prolific,Anonymised,1,2,1,Anonymised,1,2,4,2,1,5,2,1,£1.00,1,,,Anonymised,1,0,10,8,9,9,11,11,11,3,3,1,2,1,Anonymised,5,9,10,Anonymised
117,3,7,Anonymised,Anonymised,Anonymised,1655300403.73512,604.949,Prolific,Anonymised,1,2,2,Anonymised,1,4,3,1,2,5,6,8,£60.00,2,,2,Anonymised,1,0,9,8,11,8,11,8,7,4,3,1,2,1,Anonymised,5,7,10,Anonymised
160,4,7,Anonymised,Anonymised,Anonymised,1655300616.22816,398.679,Prolific,Anonymised,1,1,1,Anonymised,4,4,5,3,-1,5,12,7,£50.00,,1,,Anonymised,2,4,9,6,3,1,9,10,11,4,3,1,2,2,Anonymised,5,5,9,Anonymised
127,4,7,Anonymised,Anonymised,Anonymised,1655300460.42138,559.166,Prolific,Anonymised,1,2,2,Anonymised,2,5,5,1,5,5,3,5,£30.00,1,,,Anonymised,1,0,10,9,10,11,11,11,11,4,3,2,1,1,Anonymised,5,3,9,Anonymised
124,4,7,Anonymised,Anonymised,Anonymised,1655300440.93633,584.926,Prolific,Anonymised,1,2,3,Anonymised,1,2,3,2,3,2,9,1,£1.00,1,,,Anonymised,1,0,10,7,10,8,9,4,7,4,4,1,2,1,Anonymised,5,4,10,Anonymised
161,4,7,Anonymised,Anonymised,Anonymised,1655300620.99395,405.031,Prolific,Anonymised,1,1,1,Anonymised,1,3,4,2,3,5,6,8,£60.00,1,,,Anonymised,2,4,11,11,11,7,9,10,11,3,3,1,1,2,Anonymised,5,8,10,Anonymised
145,4,7,Anonymised,Anonymised,Anonymised,1655300546.83328,484.129,Prolific,Anonymised,1,2,2,Anonymised,1,3,4,2,3,5,12,2,£5.00,,1,,Anonymised,2,4,11,8,11,8,11,11,11,3,3,1,2,1,Anonymised,5,7,9,Anonymised
152,4,7,Anonymised,Anonymised,Anonymised,1655300584.29905,453.617,Prolific,Anonymised,1,2,3,Anonymised,1,4,4,2,4,4,12,5,£30.00,,1,,Anonymised,2,4,11,9,10,9,11,11,11,5,3,1,1,2,Anonymised,5,9,10,Anonymised
158,4,7,Anonymised,Anonymised,Anonymised,1655300613.55504,426.568,Prolific,Anonymised,1,2,2,Anonymised,1,4,3,3,3,3,12,1,£1.00,,1,,Anonymised,1,0,11,11,11,11,11,11,11,3,3,2,1,1,Anonymised,5,4,8,Anonymised
157,4,7,Anonymised,Anonymised,Anonymised,1655300607.47207,438.043,Prolific,Anonymised,1,1,1,Anonymised,1,3,2,2,0,4,3,6,£40.00,1,,,Anonymised,2,4,11,11,9,10,11,11,11,3,3,1,1,2,Anonymised,5,7,10,Anonymised
185,4,7,Anonymised,Anonymised,Anonymised,1655300713.75567,348.574,Prolific,Anonymised,1,2,2,Anonymised,1,3,4,2,5,5,7,9,£70.00,2,,2,Anonymised,1,0,10,8,10,9,9,10,11,3,3,1,2,1,Anonymised,4,9,8,Anonymised
93,3,7,Anonymised,Anonymised,Anonymised,1655300263.69588,799.437,Prolific,Anonymised,1,1,1,Anonymised,1,3,4,3,2,2,5,7,£50.00,1,,,Anonymised,2,4,9,8,8,8,9,9,10,4,4,1,1,1,Anonymised,5,2,9,Anonymised
196,4,7,Anonymised,Anonymised,Anonymised,1655300789.7131,291.456,Prolific,Anonymised,1,1,2,Anonymised,1,1,1,2,0,2,6,5,£30.00,2,,2,Anonymised,1,0,6,4,6,4,7,7,7,3,3,1,2,1,Anonymised,4,7,7,Anonymised
176,4,7,Anonymised,Anonymised,Anonymised,1655300683.50477,413.411,Prolific,Anonymised,1,1,2,Anonymised,1,2,2,4,1,1,5,4,£20.00,1,,,Anonymised,2,4,11,9,9,8,10,10,11,3,3,2,2,2,Anonymised,5,8,7,Anonymised
165,4,7,Anonymised,Anonymised,Anonymised,1655300638.51577,465.721,Prolific,Anonymised,1,2,3,Anonymised,1,0,2,2,2,2,5,4,£20.00,1,,,Anonymised,1,0,11,10,7,6,8,7,9,3,3,1,2,1,Anonymised,3,4,8,Anonymised
199,4,7,Anonymised,Anonymised,Anonymised,1655300815.46041,291.396,Prolific,Anonymised,1,2,2,Anonymised,1,3,2,2,2,3,3,10,£80.00,1,,,Anonymised,2,4,9,8,8,7,9,9,9,4,3,1,1,1,Anonymised,5,9,10,Anonymised
156,4,7,Anonymised,Anonymised,Anonymised,1655300606.13429,512.172,Prolific,Anonymised,1,2,4,Anonymised,1,2,3,3,3,3,4,5,£30.00,1,,,Anonymised,1,0,11,7,8,8,9,9,9,3,3,2,1,2,Anonymised,5,4,9,Anonymised
150,4,7,Anonymised,Anonymised,Anonymised,1655300577.0636,546.446,Prolific,Anonymised,1,2,3,Anonymised,1,2,1,2,1,1,2,7,£50.00,1,,,Anonymised,2,4,11,10,9,9,10,11,11,3,3,2,2,2,Anonymised,4,4,10,Anonymised
173,4,7,Anonymised,Anonymised,Anonymised,1655300669.37451,460.073,Prolific,Anonymised,1,2,3,Anonymised,1,2,3,3,2,2,4,2,£5.00,1,,,Anonymised,1,0,9,8,10,8,10,11,11,3,3,2,1,1,Anonymised,3,3,10,Anonymised
172,4,7,Anonymised,Anonymised,Anonymised,1655300663.7056,466.915,Prolific,Anonymised,1,1,2,Anonymised,1,-2,-2,1,-2,0,12,2,£5.00,,1,,Anonymised,1,0,8,6,4,4,2,3,4,3,3,2,2,2,Anonymised,5,9,8,Anonymised
189,4,7,Anonymised,Anonymised,Anonymised,1655300762.13636,389.2,Prolific,Anonymised,1,2,3,Anonymised,1,2,3,2,2,1,4,8,£60.00,2,,1,Anonymised,2,4,8,6,7,6,7,8,9,3,3,1,2,2,Anonymised,2,4,7,Anonymised
198,4,7,Anonymised,Anonymised,Anonymised,1655300798.92948,353.221,Prolific,Anonymised,1,2,5,Anonymised,1,4,3,2,3,5,3,6,£40.00,1,,,Anonymised,1,0,10,9,11,10,11,11,11,3,3,2,1,1,Anonymised,4,9,10,Anonymised
210,4,7,Anonymised,Anonymised,Anonymised,1655300886.05273,266.785,Prolific,Anonymised,1,2,2,Anonymised,1,1,2,3,2,2,5,4,£20.00,1,,,Anonymised,2,4,8,5,6,1,8,8,9,3,3,1,2,1,Anonymised,5,6,8,Anonymised
201,4,7,Anonymised,Anonymised,Anonymised,1655300831.58864,321.828,Prolific,Anonymised,1,2,2,Anonymised,1,0,0,3,1,0,4,6,£40.00,1,,,Anonymised,1,0,10,9,9,8,8,8,8,3,3,2,2,1,Anonymised,4,4,10,Anonymised
190,4,7,Anonymised,Anonymised,Anonymised,1655300765.26697,392.431,Prolific,Anonymised,1,2,2,Anonymised,3,4,1,2,2,1,4,7,£50.00,2,,6,Anonymised,1,0,11,10,11,6,9,11,11,5,4,1,1,1,Anonymised,5,8,10,Anonymised
212,4,7,Anonymised,Anonymised,Anonymised,1655300889.97127,273.356,Prolific,Anonymised,1,2,2,Anonymised,1,1,1,4,2,2,12,2,£5.00,,1,,Anonymised,1,0,11,8,11,7,8,8,8,5,3,1,1,1,Anonymised,3,8,10,Anonymised
221,4,7,Anonymised,Anonymised,Anonymised,1655300950.99422,212.436,Prolific,Anonymised,1,2,1,Anonymised,1,3,4,3,-3,5,6,9,£70.00,2,,2,Anonymised,1,0,11,6,11,6,10,10,10,4,3,1,2,1,Anonymised,4,9,10,Anonymised
197,4,7,Anonymised,Anonymised,Anonymised,1655300792.44583,387.37,Prolific,Anonymised,1,2,3,Anonymised,1,1,2,4,1,-1,4,8,£60.00,1,,,Anonymised,2,4,10,8,9,8,8,9,9,4,3,1,2,1,Anonymised,5,7,10,Anonymised
169,4,7,Anonymised,Anonymised,Anonymised,1655300656.16969,524.762,Prolific,Anonymised,1,2,3,Anonymised,1,4,3,2,0,5,7,6,£40.00,1,,,Anonymised,1,0,10,7,9,7,8,9,10,5,3,1,1,1,Anonymised,5,6,8,Anonymised
187,4,7,Anonymised,Anonymised,Anonymised,1655300720.33955,462.224,Prolific,Anonymised,1,2,5,Anonymised,1,5,5,1,5,5,4,5,£30.00,2,,4,Anonymised,2,4,11,11,11,11,11,11,11,5,5,1,1,1,Anonymised,4,10,10,Anonymised
207,4,7,Anonymised,Anonymised,Anonymised,1655300874.61069,308.25,Prolific,Anonymised,1,1,1,Anonymised,1,4,1,2,1,1,7,9,£70.00,2,,4,Anonymised,2,4,8,6,6,7,7,7,6,3,3,2,1,1,Anonymised,5,3,7,Anonymised
204,4,7,Anonymised,Anonymised,Anonymised,1655300845.90627,353.633,Prolific,Anonymised,1,3,2,Anonymised,1,2,1,2,1,3,4,3,£10.00,1,,,Anonymised,1,0,10,3,10,8,9,10,10,3,3,2,2,2,Anonymised,4,9,10,Anonymised
108,3,7,Anonymised,Anonymised,Anonymised,1655300356.76695,843.481,Prolific,Anonymised,1,1,3,Anonymised,1,-2,-1,2,-1,-1,3,6,£40.00,2,,2,Anonymised,2,4,11,9,7,4,1,1,2,5,3,2,2,1,Anonymised,5,7,10,Anonymised
231,4,7,Anonymised,Anonymised,Anonymised,1655301004.91512,202.427,Prolific,Anonymised,1,2,3,Anonymised,1,3,3,2,3,3,4,4,£20.00,1,,,Anonymised,1,0,9,8,10,9,10,10,9,5,4,1,1,1,Anonymised,5,6,10,Anonymised
162,4,7,Anonymised,Anonymised,Anonymised,1655300622.04137,593.794,Prolific,Anonymised,1,2,5,Anonymised,1,2,3,2,3,4,3,7,£50.00,2,,2,Anonymised,2,4,10,8,10,9,9,10,11,4,2,1,2,2,Anonymised,5,5,9,Anonymised
195,4,7,Anonymised,Anonymised,Anonymised,1655300785.59741,433.667,Prolific,Anonymised,1,2,2,Anonymised,1,1,2,3,2,2,12,4,£20.00,,1,,Anonymised,2,4,9,7,9,7,8,9,9,3,3,1,2,2,Anonymised,5,8,7,Anonymised
137,4,7,Anonymised,Anonymised,Anonymised,1655300507.01401,719.625,Prolific,Anonymised,1,2,1,Anonymised,1,1,1,2,-2,-1,11,8,£60.00,2,,2,Anonymised,1,0,10,8,10,8,10,11,11,4,4,2,2,1,Anonymised,5,7,8,Anonymised
202,4,7,Anonymised,Anonymised,Anonymised,1655300835.14942,394.557,Prolific,Anonymised,1,2,3,Anonymised,3,3,0,2,0,1,12,9,£70.00,,2,2,Anonymised,2,4,11,6,7,5,7,8,9,3,3,2,1,1,Anonymised,5,10,8,Anonymised
215,4,7,Anonymised,Anonymised,Anonymised,1655300901.92101,330.763,Prolific,Anonymised,1,2,1,Anonymised,1,2,3,3,2,1,12,7,£50.00,,1,,Anonymised,1,0,10,8,9,7,9,8,8,4,3,2,1,1,Anonymised,5,3,8,Anonymised
227,4,7,Anonymised,Anonymised,Anonymised,1655300969.6915,267.001,Prolific,Anonymised,1,2,5,Anonymised,1,2,2,2,2,1,3,3,£10.00,1,,,Anonymised,1,0,9,7,9,7,9,11,11,3,3,1,2,1,Anonymised,5,3,7,Anonymised
193,4,7,Anonymised,Anonymised,Anonymised,1655300770.19466,471.086,Prolific,Anonymised,1,1,3,Anonymised,1,2,3,2,1,2,8,10,£80.00,1,,,Anonymised,2,4,11,7,10,7,7,8,9,4,3,1,2,1,Anonymised,5,8,10,Anonymised
225,4,7,Anonymised,Anonymised,Anonymised,1655300968.34628,273.968,Prolific,Anonymised,1,2,3,Anonymised,1,4,5,2,5,5,7,2,£5.00,1,,,Anonymised,2,4,11,9,11,9,10,10,10,5,3,2,2,1,Anonymised,5,10,9,Anonymised
200,4,7,Anonymised,Anonymised,Anonymised,1655300824.364,420.204,Prolific,Anonymised,1,2,3,Anonymised,1,1,3,2,1,2,5,1,£1.00,1,,,Anonymised,1,0,11,8,8,4,9,9,9,4,4,2,2,2,Anonymised,5,7,8,Anonymised
209,4,7,Anonymised,Anonymised,Anonymised,1655300883.94052,376.111,Prolific,Anonymised,1,2,2,Anonymised,1,0,0,4,0,0,6,5,£30.00,2,,2,Anonymised,2,4,7,5,6,6,7,9,10,3,3,2,2,1,Anonymised,4,3,10,Anonymised
175,4,7,Anonymised,Anonymised,Anonymised,1655300676.05342,585.057,Prolific,Anonymised,1,1,2,Anonymised,1,4,2,2,2,2,5,1,£1.00,1,,,Anonymised,1,0,9,7,9,7,10,10,10,3,3,1,1,1,Anonymised,5,6,10,Anonymised
235,4,7,Anonymised,Anonymised,Anonymised,1655301020.03212,247.258,Prolific,Anonymised,1,1,3,Anonymised,1,2,1,4,-1,2,5,3,£10.00,1,,,Anonymised,1,0,10,6,8,6,8,8,8,3,3,1,1,1,Anonymised,5,4,10,Anonymised
214,4,7,Anonymised,Anonymised,Anonymised,1655300900.54942,370.214,Prolific,Anonymised,1,2,5,Anonymised,1,3,3,2,1,3,7,8,£60.00,1,,,Anonymised,1,0,9,7,8,7,9,10,11,4,3,2,2,1,Anonymised,5,4,6,Anonymised
239,4,7,Anonymised,Anonymised,Anonymised,1655301025.7908,246.001,Prolific,Anonymised,1,2,3,Anonymised,1,5,4,2,5,5,7,6,£40.00,1,,,Anonymised,1,0,11,10,11,10,11,11,11,5,5,1,1,2,Anonymised,5,7,10,Anonymised
167,4,7,Anonymised,Anonymised,Anonymised,1655300649.82922,630.862,Prolific,Anonymised,1,2,3,Anonymised,4,5,5,1,5,5,2,8,£60.00,2,,1,Anonymised,2,4,11,11,11,11,11,11,10,5,5,2,1,2,Anonymised,5,2,10,Anonymised
218,4,7,Anonymised,Anonymised,Anonymised,1655300926.73801,356.925,Prolific,Anonymised,1,2,3,Anonymised,1,5,5,1,5,5,3,9,£70.00,1,,,Anonymised,1,0,11,11,11,11,11,11,11,5,5,1,1,2,Anonymised,5,7,8,Anonymised
191,4,7,Anonymised,Anonymised,Anonymised,1655300767.85482,523.046,Prolific,Anonymised,1,2,5,Anonymised,1,2,3,2,3,3,5,7,£50.00,1,,,Anonymised,2,4,11,8,10,9,10,10,10,3,4,1,2,2,Anonymised,5,10,10,Anonymised
203,4,7,Anonymised,Anonymised,Anonymised,1655300839.31978,452.108,Prolific,Anonymised,1,2,2,Anonymised,1,-1,1,3,2,2,4,2,£5.00,2,,1,Anonymised,1,0,11,9,8,6,8,10,11,4,4,1,2,1,Anonymised,3,7,10,Anonymised
208,4,7,Anonymised,Anonymised,Anonymised,1655300876.76604,418.887,Prolific,Anonymised,1,2,4,Anonymised,1,3,4,2,4,4,8,1,£1.00,1,,,Anonymised,2,4,11,9,11,9,10,10,10,3,3,1,1,1,Anonymised,5,8,10,Anonymised
236,4,7,Anonymised,Anonymised,Anonymised,1655301020.99069,278.313,Prolific,Anonymised,1,2,2,Anonymised,1,2,1,2,1,1,1,2,£5.00,,1,,Anonymised,2,4,8,7,8,7,9,10,11,4,4,1,1,1,Anonymised,5,7,7,Anonymised
237,4,7,Anonymised,Anonymised,Anonymised,1655301024.80603,276.534,Prolific,Anonymised,1,3,1,Anonymised,1,2,3,2,3,3,3,5,£30.00,1,,,Anonymised,1,0,11,9,11,8,11,11,11,3,3,1,1,1,Anonymised,3,3,10,Anonymised
222,4,7,Anonymised,Anonymised,Anonymised,1655300955.18823,375.109,Prolific,Anonymised,1,2,4,Anonymised,1,5,5,2,5,5,4,6,£40.00,1,,,Anonymised,2,4,11,10,11,11,11,11,11,5,5,2,1,2,Anonymised,3,4,10,Anonymised
148,4,7,Anonymised,Anonymised,Anonymised,1655300564.92088,771.759,Prolific,Anonymised,1,2,3,Anonymised,3,3,5,1,5,4,6,7,£50.00,2,,2,Anonymised,2,4,10,6,8,3,10,2,2,5,5,1,2,1,Anonymised,5,6,10,Anonymised
129,4,7,Anonymised,Anonymised,Anonymised,1655300484.30523,864.355,Prolific,Anonymised,1,1,3,Anonymised,1,2,3,4,0,5,11,10,£80.00,2,,6,Anonymised,1,0,10,7,6,6,9,8,9,4,3,2,1,2,Anonymised,4,10,9,Anonymised
241,4,7,Anonymised,Anonymised,Anonymised,1655301032.42575,321.57,Prolific,Anonymised,1,2,1,Anonymised,1,3,5,2,4,5,9,5,£30.00,1,,,Anonymised,1,0,11,9,8,8,10,11,11,4,3,1,2,1,Anonymised,5,5,10,Anonymised
183,4,7,Anonymised,Anonymised,Anonymised,1655300703.75711,651.464,Prolific,Anonymised,1,1,4,Anonymised,1,1,2,3,3,2,4,1,£1.00,1,,,Anonymised,1,0,10,8,8,7,9,10,11,3,3,1,1,1,Anonymised,5,5,9,Anonymised
170,4,7,Anonymised,Anonymised,Anonymised,1655300657.3542,699.256,Prolific,Anonymised,1,2,4,Anonymised,1,2,4,2,0,4,4,2,£5.00,1,,,Anonymised,2,4,10,11,10,10,11,11,11,3,3,1,1,1,Anonymised,3,5,7,Anonymised
230,4,7,Anonymised,Anonymised,Anonymised,1655300989.69011,367.552,Prolific,Anonymised,1,2,3,Anonymised,1,4,4,2,5,5,4,7,£50.00,1,,,Anonymised,2,4,11,9,11,8,11,11,11,5,4,2,2,1,Anonymised,4,10,10,Anonymised
205,4,7,Anonymised,Anonymised,Anonymised,1655300848.96582,511.663,Prolific,Anonymised,1,2,2,Anonymised,1,3,0,3,1,1,9,6,£40.00,1,,,Anonymised,2,4,10,8,10,7,10,11,11,3,3,1,1,1,Anonymised,5,7,10,Anonymised
220,4,7,Anonymised,Anonymised,Anonymised,1655300944.02318,423.371,Prolific,Anonymised,1,2,2,Anonymised,1,5,5,1,5,4,4,10,£80.00,1,,,Anonymised,2,4,10,10,11,8,11,11,11,3,3,2,2,2,Anonymised,5,5,10,Anonymised
242,4,7,Anonymised,Anonymised,Anonymised,1655301032.89589,342.846,Prolific,Anonymised,1,2,1,Anonymised,1,4,4,2,2,5,9,3,£10.00,1,,,Anonymised,2,4,11,5,11,8,9,10,10,4,3,1,1,1,Anonymised,4,8,9,Anonymised
206,4,7,Anonymised,Anonymised,Anonymised,1655300853.78681,527.282,Prolific,Anonymised,1,2,4,Anonymised,1,-1,2,2,3,3,4,8,£60.00,1,,,Anonymised,1,0,11,8,9,8,10,10,10,3,3,2,2,1,Anonymised,4,4,9,Anonymised
