RID,PAGE_DISPLAY_1,PAGE_SUBMIT_1,PAGE_DISPLAY_2,PAGE_SUBMIT_2,PAGE_DISPLAY_3,PAGE_SUBMIT_3,PAGE_DISPLAY_4,PAGE_SUBMIT_4,PAGE_DISPLAY_5,PAGE_SUBMIT_5,PAGE_DISPLAY_6,PAGE_SUBMIT_6,PAGE_DISPLAY_7,PAGE_SUBMIT_7,PAGE_DISPLAY_8,PAGE_SUBMIT_8,PAGE_DISPLAY_9,PAGE_SUBMIT_9,PAGE_DISPLAY_10,PAGE_SUBMIT_10,PAGE_DISPLAY_11,PAGE_SUBMIT_11,PAGE_DISPLAY_12,PAGE_SUBMIT_12,PAGE_DISPLAY_13,PAGE_SUBMIT_13,PAGE_DISPLAY_14,PAGE_SUBMIT_14,PAGE_DISPLAY_15,PAGE_SUBMIT_15,PAGE_DISPLAY_16,PAGE_SUBMIT_16,PAGE_DISPLAY_17,PAGE_SUBMIT_17,PAGE_DISPLAY_18,PAGE_SUBMIT_18,PAGE_DISPLAY_19,PAGE_SUBMIT_19,PAGE_DISPLAY_20,PAGE_SUBMIT_20,PAGE_DISPLAY_21,PAGE_SUBMIT_21,PAGE_DISPLAY_22,PAGE_SUBMIT_22,PAGE_DISPLAY_23,PAGE_SUBMIT_23,PAGE_DISPLAY_24,PAGE_SUBMIT_24
8,0.220839023590088,10.9140710830688,10.9170050621033,16.1962900161743,16.1974921226501,24.0376441478729,24.0387971401215,58.5278069972992,58.5290961265564,65.2587170600891,65.2603681087494,77.3999030590057,77.401435136795,103.173811197281,103.175310134888,112.362601995468,112.36426115036,122.584661006927,122.588975191116,132.696827173233,,132.704643964767,132.7076151371,142.740316152573,142.741433143616,166.203582048416,166.207929134369,176.51508808136,176.519949197769,187.659367084503,187.662850141525,195.249014139175,195.253385066986,203.28245806694,203.287662029266,219.99600815773,219.997678041458,226.474599123001,226.476615190506,266.753424167633,266.755130052567,278.475872993469,278.478052139282,282.641412973404,,,,
18,0.0877280235290527,3.05497717857361,3.05755710601807,6.80997204780579,6.8112461566925,13.6048171520233,13.6058411598206,25.2155680656433,25.2168440818787,34.1419839859009,34.1434531211853,43.6865019798279,43.6879870891571,50.0489501953125,50.050323009491,57.2394139766693,57.2409501075745,61.7927851676941,61.7966890335083,67.7499730587006,,67.7583570480347,67.7618160247803,70.4902641773224,70.4914300441742,76.4032399654388,76.4072091579437,92.3589391708374,92.3625559806824,107.110155105591,107.114727020264,116.749485969543,116.753013134003,122.674489974976,122.679541110992,139.911935091019,139.913580179214,147.551638126373,147.553308963776,167.522228002548,172.94323515892,179.181010961533,179.182150125504,181.454778194427,,,,
11,0.251062154769897,4.7402400970459,4.74333906173706,9.88146209716797,9.88278317451477,16.9189891815186,16.92009806633,45.9406371116638,45.9419050216675,54.6199300289154,54.6217911243439,67.2011179924011,67.2027990818024,75.8962690830231,75.8976080417633,86.0680541992188,86.0694651603699,102.741556167603,102.745670080185,119.55660700798,,119.565639972687,119.569005966187,131.695441007614,131.69664311409,178.210880994797,178.21496796608,181.531424045563,181.535081148148,192.200116157532,192.203567028046,200.252498149872,200.255975008011,205.460752010345,205.465834140778,222.487313985825,222.490151166916,228.634925127029,228.636674165726,246.021234035492,251.787631988525,261.169185161591,261.170282125473,263.329424142838,,,,
25,0.103539943695068,3.80885004997253,3.81139206886292,8.35915994644165,8.36031293869019,15.7227020263672,15.7239198684692,34.1636610031128,34.1648910045624,42.1113209724426,42.1129238605499,49.2839319705963,49.2853329181671,58.9604239463806,58.9618408679962,63.7599229812622,63.7614150047302,71.4010560512543,71.4053370952606,78.0688509941101,78.0763680934906,81.8809468746185,81.8846960067749,87.9564890861511,87.9576308727264,96.7729980945587,96.7768979072571,104.222604990005,104.226398944855,109.727436065674,109.731256961823,112.783704042435,112.787935018539,116.82336807251,116.829051017761,135.566765069962,135.56835103035,142.767275094986,142.76940202713,156.968968868256,161.469024896622,172.315011978149,172.316092014313,174.036756038666,,,,
22,0.173354148864746,4.5813319683075,4.5837299823761,9.14016509056091,9.14141511917114,21.6465420722961,21.6476001739502,55.242084980011,55.2434260845184,59.849151134491,59.8506441116333,68.8922231197357,68.8936200141907,75.3871340751648,75.3887419700623,80.3113040924072,80.3127369880676,88.5363709926605,88.5403821468353,92.5054731369019,,92.5141730308533,92.5173921585083,109.644405126572,109.645565986633,119.438783168793,119.444967985153,126.195937156677,126.200663089752,133.966890096664,133.970554113388,139.153840065002,139.157502174377,144.976763010025,144.983438968658,158.560074090958,158.561627149582,165.719590187073,165.721435070038,187.849586963654,192.745553970337,200.267467021942,200.268522024155,203.468158006668,,,,
26,0.114729881286621,3.14031600952148,3.14294695854187,6.89507484436035,6.89631986618042,22.5828778743744,22.5839519500732,27.6293818950653,27.6307389736176,34.6713778972626,34.6728749275208,48.6535999774933,48.6550629138947,56.8882558345795,56.8895928859711,64.5338380336761,64.5351819992065,70.050498008728,70.0547749996185,85.0753149986267,,85.0838990211487,85.0878169536591,93.8035449981689,93.8047890663147,98.9340929985046,98.938178062439,111.766345977783,111.769877910614,114.35326385498,114.356912851334,119.471570968628,119.475121974945,121.254785060883,121.259974956512,147.211395025253,147.213084936142,156.847427845001,156.849252939224,172.626805067062,179.455859899521,190.3930580616,190.394149065018,192.344161987305,,,,
12,0.265247106552124,5.12377691268921,5.12655997276306,8.3071870803833,8.30849504470825,15.7746980190277,15.7756950855255,41.0090680122375,41.0102910995483,45.9933779239655,45.9949369430542,62.7267179489136,62.7280309200287,69.6429851055145,69.6442470550537,78.027722120285,78.0291681289673,88.839940071106,88.8443031311035,102.110075950623,,102.118726968765,102.121922016144,122.413316011429,122.414737939835,169.507776975632,169.511898040771,178.905604124069,178.908999919891,188.814830064774,188.818958997726,194.479573965073,194.483230113983,197.901928901672,197.907284975052,212.051511049271,212.05309009552,219.040060997009,219.041846990585,245.725311040878,245.726913928986,263.061305999756,263.062452077866,264.951982021332,,,,
15,0.140619039535522,5.98562598228455,5.98818397521973,10.9533150196075,10.9546241760254,28.774069070816,28.7751059532166,57.0813131332397,57.08256316185,63.561182975769,63.562824010849,75.421777009964,75.4232289791107,84.7135701179504,84.7150950431824,91.6254291534424,91.626923084259,98.7973351478577,98.8013119697571,114.796167135239,,114.805331945419,114.809085130692,123.278031110764,123.279189109802,142.699504137039,142.703351974487,151.701807975769,151.705317974091,161.450620174408,161.454159975052,167.507476091385,167.51122713089,176.970323085785,176.976511001587,201.342174053192,201.344074964523,253.185242176056,253.18704199791,274.640777111053,274.642202138901,319.172744989395,319.173849105835,321.708014965057,,,,
29,0.184027910232544,9.83659195899963,9.83914399147034,13.9660828113556,13.9673509597778,21.675146818161,21.6764259338379,38.4429149627686,38.4441819190979,45.8860709667206,45.8876359462738,57.9191949367523,57.9207499027252,76.4932618141174,76.4946298599243,84.5814158916473,84.5829148292542,91.9372498989105,91.9415099620819,97.4945409297943,,97.5027589797974,97.5060069561005,103.185173988342,103.186268806458,120.429585933685,120.43337392807,137.592767000198,137.597800970078,151.707683801651,151.711238861084,168.526984930038,168.530710935593,175.132671833038,175.137722015381,203.318153858185,203.319757938385,211.150625944138,211.152493000031,248.63917183876,254.043480873108,279.304394006729,279.305822849274,280.862459897995,,,,
54,0.275017976760864,5.90012407302856,5.90313196182251,10.8222661018372,10.823646068573,22.678218126297,22.6793200969696,39.2238161563873,39.225093126297,45.1757080554962,45.1773040294647,54.2674629688263,54.2688100337982,60.1203651428223,60.1217150688171,65.0977070331573,65.0991921424866,75.4781110286713,75.4833719730377,81.2261819839478,,81.2352750301361,81.2390539646149,93.0242459774017,93.0255341529846,113.41960310936,113.423577070236,126.119760990143,126.123492002487,134.924082040787,134.927715063095,144.330798149109,144.334447145462,150.465466976166,150.470615148544,165.434484958649,165.436136007309,173.438508033752,173.440558195114,221.614346981049,226.932545185089,232.767141103745,232.768248081207,234.90536403656,,,,
