RID,DESIGN_ROW,SCENARIO,SEQ,pref1,a1_x1,a1_x2,a1_x3,a2_x1,a2_x2,a2_x3,a3_x1,a3_x2,a3_x3
164,6,2,2,2,1,1,1,1,3,3,2,1,1
164,7,3,3,2,1,1,1,3,3,3,1,2,2
164,8,4,4,1,1,1,1,3,2,3,2,3,4
191,1,1,1,1,1,1,1,1,1,2,2,3,3
191,2,2,2,1,1,1,1,2,2,4,3,1,1
191,3,3,3,3,1,1,1,3,2,2,1,1,1
191,4,4,4,1,1,1,1,2,1,1,3,2,2
161,1,1,1,3,1,1,1,1,1,2,2,3,3
161,2,2,2,1,1,1,1,2,2,4,3,1,1
161,3,3,3,3,1,1,1,3,2,2,1,1,1
161,4,4,4,1,1,1,1,2,1,1,3,2,2
208,1,1,1,3,1,1,1,1,1,2,2,3,3
208,2,2,2,2,1,1,1,2,2,4,3,1,1
208,3,3,3,2,1,1,1,3,2,2,1,1,1
208,4,4,4,3,1,1,1,2,1,1,3,2,2
160,5,1,1,3,1,1,1,3,1,2,1,2,4
160,6,2,2,2,1,1,1,1,3,3,2,1,1
160,7,3,3,3,1,1,1,3,3,3,1,2,2
160,8,4,4,3,1,1,1,3,2,3,2,3,4
194,5,1,1,2,1,1,1,3,1,2,1,2,4
194,6,2,2,3,1,1,1,1,3,3,2,1,1
194,7,3,3,2,1,1,1,3,3,3,1,2,2
194,8,4,4,3,1,1,1,3,2,3,2,3,4
175,1,1,1,3,1,1,1,1,1,2,2,3,3
175,2,2,2,3,1,1,1,2,2,4,3,1,1
175,3,3,3,3,1,1,1,3,2,2,1,1,1
175,4,4,4,2,1,1,1,2,1,1,3,2,2
237,1,1,1,3,1,1,1,1,1,2,2,3,3
237,2,2,2,2,1,1,1,2,2,4,3,1,1
237,3,3,3,2,1,1,1,3,2,2,1,1,1
237,4,4,4,3,1,1,1,2,1,1,3,2,2
130,5,1,1,1,1,1,1,3,1,2,1,2,4
130,6,2,2,1,1,1,1,1,3,3,2,1,1
130,7,3,3,3,1,1,1,3,3,3,1,2,2
130,8,4,4,1,1,1,1,3,2,3,2,3,4
211,5,1,1,3,1,1,1,3,1,2,1,2,4
211,6,2,2,2,1,1,1,1,3,3,2,1,1
211,7,3,3,3,1,1,1,3,3,3,1,2,2
211,8,4,4,3,1,1,1,3,2,3,2,3,4
170,1,1,1,3,1,1,1,1,1,2,2,3,3
170,2,2,2,3,1,1,1,2,2,4,3,1,1
170,3,3,3,3,1,1,1,3,2,2,1,1,1
170,4,4,4,3,1,1,1,2,1,1,3,2,2
162,5,1,1,1,1,1,1,3,1,2,1,2,4
162,6,2,2,3,1,1,1,1,3,3,2,1,1
162,7,3,3,3,1,1,1,3,3,3,1,2,2
162,8,4,4,1,1,1,1,3,2,3,2,3,4
192,1,1,1,3,1,1,1,1,1,2,2,3,3
192,2,2,2,2,1,1,1,2,2,4,3,1,1
192,3,3,3,3,1,1,1,3,2,2,1,1,1
192,4,4,4,2,1,1,1,2,1,1,3,2,2
186,1,1,1,1,1,1,1,1,1,2,2,3,3
186,2,2,2,1,1,1,1,2,2,4,3,1,1
186,3,3,3,1,1,1,1,3,2,2,1,1,1
186,4,4,4,1,1,1,1,2,1,1,3,2,2
198,5,1,1,2,1,1,1,3,1,2,1,2,4
198,6,2,2,3,1,1,1,1,3,3,2,1,1
198,7,3,3,3,1,1,1,3,3,3,1,2,2
198,8,4,4,1,1,1,1,3,2,3,2,3,4
176,1,1,1,3,1,1,1,1,1,2,2,3,3
176,2,2,2,3,1,1,1,2,2,4,3,1,1
176,3,3,3,3,1,1,1,3,2,2,1,1,1
176,4,4,4,2,1,1,1,2,1,1,3,2,2
151,1,1,1,2,1,1,1,1,1,2,2,3,3
151,2,2,2,1,1,1,1,2,2,4,3,1,1
151,3,3,3,3,1,1,1,3,2,2,1,1,1
151,4,4,4,2,1,1,1,2,1,1,3,2,2
183,5,1,1,1,1,1,1,3,1,2,1,2,4
183,6,2,2,3,1,1,1,1,3,3,2,1,1
183,7,3,3,3,1,1,1,3,3,3,1,2,2
183,8,4,4,1,1,1,1,3,2,3,2,3,4
210,1,1,1,2,1,1,1,1,1,2,2,3,3
210,2,2,2,1,1,1,1,2,2,4,3,1,1
210,3,3,3,3,1,1,1,3,2,2,1,1,1
210,4,4,4,2,1,1,1,2,1,1,3,2,2
196,5,1,1,3,1,1,1,3,1,2,1,2,4
196,6,2,2,3,1,1,1,1,3,3,2,1,1
196,7,3,3,3,1,1,1,3,3,3,1,2,2
196,8,4,4,3,1,1,1,3,2,3,2,3,4
231,1,1,1,3,1,1,1,1,1,2,2,3,3
231,2,2,2,2,1,1,1,2,2,4,3,1,1
231,3,3,3,2,1,1,1,3,2,2,1,1,1
231,4,4,4,3,1,1,1,2,1,1,3,2,2
212,1,1,1,2,1,1,1,1,1,2,2,3,3
212,2,2,2,3,1,1,1,2,2,4,3,1,1
212,3,3,3,2,1,1,1,3,2,2,1,1,1
212,4,4,4,3,1,1,1,2,1,1,3,2,2
165,5,1,1,2,1,1,1,3,1,2,1,2,4
165,6,2,2,3,1,1,1,1,3,3,2,1,1
165,7,3,3,3,1,1,1,3,3,3,1,2,2
165,8,4,4,2,1,1,1,3,2,3,2,3,4
222,5,1,1,2,1,1,1,3,1,2,1,2,4
222,6,2,2,2,1,1,1,1,3,3,2,1,1
222,7,3,3,2,1,1,1,3,3,3,1,2,2
222,8,4,4,3,1,1,1,3,2,3,2,3,4
156,5,1,1,1,1,1,1,3,1,2,1,2,4
156,6,2,2,3,1,1,1,1,3,3,2,1,1
156,7,3,3,1,1,1,1,3,3,3,1,2,2
156,8,4,4,2,1,1,1,3,2,3,2,3,4
171,5,1,1,2,1,1,1,3,1,2,1,2,4
171,6,2,2,3,1,1,1,1,3,3,2,1,1
171,7,3,3,3,1,1,1,3,3,3,1,2,2
171,8,4,4,1,1,1,1,3,2,3,2,3,4
154,5,1,1,1,1,1,1,3,1,2,1,2,4
154,6,2,2,3,1,1,1,1,3,3,2,1,1
154,7,3,3,1,1,1,1,3,3,3,1,2,2
154,8,4,4,1,1,1,1,3,2,3,2,3,4
220,5,1,1,3,1,1,1,3,1,2,1,2,4
220,6,2,2,2,1,1,1,1,3,3,2,1,1
220,7,3,3,3,1,1,1,3,3,3,1,2,2
220,8,4,4,3,1,1,1,3,2,3,2,3,4
182,1,1,1,3,1,1,1,1,1,2,2,3,3
182,2,2,2,1,1,1,1,2,2,4,3,1,1
182,3,3,3,3,1,1,1,3,2,2,1,1,1
182,4,4,4,2,1,1,1,2,1,1,3,2,2
144,5,1,1,3,1,1,1,3,1,2,1,2,4
144,6,2,2,3,1,1,1,1,3,3,2,1,1
144,7,3,3,3,1,1,1,3,3,3,1,2,2
144,8,4,4,2,1,1,1,3,2,3,2,3,4
188,1,1,1,1,1,1,1,1,1,2,2,3,3
188,2,2,2,1,1,1,1,2,2,4,3,1,1
188,3,3,3,1,1,1,1,3,2,2,1,1,1
188,4,4,4,1,1,1,1,2,1,1,3,2,2
105,5,1,1,2,1,1,1,3,1,2,1,2,4
105,6,2,2,2,1,1,1,1,3,3,2,1,1
105,7,3,3,3,1,1,1,3,3,3,1,2,2
105,8,4,4,2,1,1,1,3,2,3,2,3,4
206,1,1,1,2,1,1,1,1,1,2,2,3,3
206,2,2,2,1,1,1,1,2,2,4,3,1,1
206,3,3,3,3,1,1,1,3,2,2,1,1,1
206,4,4,4,2,1,1,1,2,1,1,3,2,2
193,1,1,1,3,1,1,1,1,1,2,2,3,3
193,2,2,2,2,1,1,1,2,2,4,3,1,1
193,3,3,3,3,1,1,1,3,2,2,1,1,1
193,4,4,4,2,1,1,1,2,1,1,3,2,2
132,1,1,1,3,1,1,1,1,1,2,2,3,3
132,2,2,2,1,1,1,1,2,2,4,3,1,1
132,3,3,3,3,1,1,1,3,2,2,1,1,1
132,4,4,4,2,1,1,1,2,1,1,3,2,2
224,1,1,1,2,1,1,1,1,1,2,2,3,3
224,2,2,2,3,1,1,1,2,2,4,3,1,1
224,3,3,3,3,1,1,1,3,2,2,1,1,1
224,4,4,4,2,1,1,1,2,1,1,3,2,2
134,5,1,1,3,1,1,1,3,1,2,1,2,4
134,6,2,2,2,1,1,1,1,3,3,2,1,1
134,7,3,3,3,1,1,1,3,3,3,1,2,2
134,8,4,4,3,1,1,1,3,2,3,2,3,4
190,1,1,1,3,1,1,1,1,1,2,2,3,3
190,2,2,2,3,1,1,1,2,2,4,3,1,1
190,3,3,3,3,1,1,1,3,2,2,1,1,1
190,4,4,4,2,1,1,1,2,1,1,3,2,2
213,5,1,1,1,1,1,1,3,1,2,1,2,4
213,6,2,2,1,1,1,1,1,3,3,2,1,1
213,7,3,3,2,1,1,1,3,3,3,1,2,2
213,8,4,4,2,1,1,1,3,2,3,2,3,4
218,1,1,1,3,1,1,1,1,1,2,2,3,3
218,2,2,2,2,1,1,1,2,2,4,3,1,1
218,3,3,3,2,1,1,1,3,2,2,1,1,1
218,4,4,4,3,1,1,1,2,1,1,3,2,2
96,5,1,1,1,1,1,1,3,1,2,1,2,4
96,6,2,2,1,1,1,1,1,3,3,2,1,1
96,7,3,3,3,1,1,1,3,3,3,1,2,2
96,8,4,4,1,1,1,1,3,2,3,2,3,4
214,1,1,1,2,1,1,1,1,1,2,2,3,3
214,2,2,2,3,1,1,1,2,2,4,3,1,1
214,3,3,3,2,1,1,1,3,2,2,1,1,1
214,4,4,4,2,1,1,1,2,1,1,3,2,2
228,1,1,1,3,1,1,1,1,1,2,2,3,3
228,2,2,2,1,1,1,1,2,2,4,3,1,1
228,3,3,3,3,1,1,1,3,2,2,1,1,1
228,4,4,4,2,1,1,1,2,1,1,3,2,2
140,1,1,1,1,1,1,1,1,1,2,2,3,3
140,2,2,2,1,1,1,1,2,2,4,3,1,1
140,3,3,3,1,1,1,1,3,2,2,1,1,1
140,4,4,4,1,1,1,1,2,1,1,3,2,2
185,5,1,1,3,1,1,1,3,1,2,1,2,4
185,6,2,2,2,1,1,1,1,3,3,2,1,1
185,7,3,3,2,1,1,1,3,3,3,1,2,2
185,8,4,4,3,1,1,1,3,2,3,2,3,4
227,5,1,1,1,1,1,1,3,1,2,1,2,4
227,6,2,2,3,1,1,1,1,3,3,2,1,1
227,7,3,3,3,1,1,1,3,3,3,1,2,2
227,8,4,4,1,1,1,1,3,2,3,2,3,4
232,5,1,1,1,1,1,1,3,1,2,1,2,4
232,6,2,2,1,1,1,1,1,3,3,2,1,1
232,7,3,3,1,1,1,1,3,3,3,1,2,2
232,8,4,4,1,1,1,1,3,2,3,2,3,4
199,5,1,1,2,1,1,1,3,1,2,1,2,4
199,6,2,2,2,1,1,1,1,3,3,2,1,1
199,7,3,3,2,1,1,1,3,3,3,1,2,2
199,8,4,4,3,1,1,1,3,2,3,2,3,4
137,5,1,1,2,1,1,1,3,1,2,1,2,4
137,6,2,2,2,1,1,1,1,3,3,2,1,1
137,7,3,3,3,1,1,1,3,3,3,1,2,2
137,8,4,4,2,1,1,1,3,2,3,2,3,4
145,5,1,1,1,1,1,1,3,1,2,1,2,4
145,6,2,2,3,1,1,1,1,3,3,2,1,1
145,7,3,3,3,1,1,1,3,3,3,1,2,2
145,8,4,4,1,1,1,1,3,2,3,2,3,4
219,1,1,1,1,1,1,1,1,1,2,2,3,3
219,2,2,2,1,1,1,1,2,2,4,3,1,1
219,3,3,3,3,1,1,1,3,2,2,1,1,1
219,4,4,4,1,1,1,1,2,1,1,3,2,2
217,5,1,1,1,1,1,1,3,1,2,1,2,4
217,6,2,2,3,1,1,1,1,3,3,2,1,1
217,7,3,3,1,1,1,1,3,3,3,1,2,2
217,8,4,4,1,1,1,1,3,2,3,2,3,4
230,1,1,1,3,1,1,1,1,1,2,2,3,3
230,2,2,2,2,1,1,1,2,2,4,3,1,1
230,3,3,3,2,1,1,1,3,2,2,1,1,1
230,4,4,4,3,1,1,1,2,1,1,3,2,2
238,5,1,1,1,1,1,1,3,1,2,1,2,4
238,6,2,2,1,1,1,1,1,3,3,2,1,1
238,7,3,3,1,1,1,1,3,3,3,1,2,2
238,8,4,4,1,1,1,1,3,2,3,2,3,4
126,5,1,1,2,1,1,1,3,1,2,1,2,4
126,6,2,2,2,1,1,1,1,3,3,2,1,1
126,7,3,3,2,1,1,1,3,3,3,1,2,2
126,8,4,4,3,1,1,1,3,2,3,2,3,4
246,1,1,1,2,1,1,1,1,1,2,2,3,3
246,2,2,2,3,1,1,1,2,2,4,3,1,1
246,3,3,3,2,1,1,1,3,2,2,1,1,1
246,4,4,4,3,1,1,1,2,1,1,3,2,2
203,5,1,1,1,1,1,1,3,1,2,1,2,4
203,6,2,2,3,1,1,1,1,3,3,2,1,1
203,7,3,3,3,1,1,1,3,3,3,1,2,2
203,8,4,4,3,1,1,1,3,2,3,2,3,4
234,5,1,1,2,1,1,1,3,1,2,1,2,4
234,6,2,2,2,1,1,1,1,3,3,2,1,1
234,7,3,3,3,1,1,1,3,3,3,1,2,2
234,8,4,4,2,1,1,1,3,2,3,2,3,4
189,5,1,1,2,1,1,1,3,1,2,1,2,4
189,6,2,2,2,1,1,1,1,3,3,2,1,1
189,7,3,3,3,1,1,1,3,3,3,1,2,2
189,8,4,4,2,1,1,1,3,2,3,2,3,4
181,5,1,1,3,1,1,1,3,1,2,1,2,4
181,6,2,2,3,1,1,1,1,3,3,2,1,1
181,7,3,3,3,1,1,1,3,3,3,1,2,2
181,8,4,4,1,1,1,1,3,2,3,2,3,4
262,5,1,1,3,1,1,1,3,1,2,1,2,4
262,6,2,2,2,1,1,1,1,3,3,2,1,1
262,7,3,3,2,1,1,1,3,3,3,1,2,2
262,8,4,4,3,1,1,1,3,2,3,2,3,4
173,1,1,1,2,1,1,1,1,1,2,2,3,3
173,2,2,2,1,1,1,1,2,2,4,3,1,1
173,3,3,3,1,1,1,1,3,2,2,1,1,1
173,4,4,4,2,1,1,1,2,1,1,3,2,2
207,1,1,1,3,1,1,1,1,1,2,2,3,3
207,2,2,2,3,1,1,1,2,2,4,3,1,1
207,3,3,3,2,1,1,1,3,2,2,1,1,1
207,4,4,4,3,1,1,1,2,1,1,3,2,2
166,5,1,1,3,1,1,1,3,1,2,1,2,4
166,6,2,2,2,1,1,1,1,3,3,2,1,1
166,7,3,3,2,1,1,1,3,3,3,1,2,2
166,8,4,4,3,1,1,1,3,2,3,2,3,4
290,5,1,1,1,1,1,1,3,1,2,1,2,4
290,6,2,2,2,1,1,1,1,3,3,2,1,1
290,7,3,3,1,1,1,1,3,3,3,1,2,2
290,8,4,4,1,1,1,1,3,2,3,2,3,4
184,1,1,1,3,1,1,1,1,1,2,2,3,3
184,2,2,2,2,1,1,1,2,2,4,3,1,1
184,3,3,3,2,1,1,1,3,2,2,1,1,1
184,4,4,4,3,1,1,1,2,1,1,3,2,2
153,5,1,1,3,1,1,1,3,1,2,1,2,4
153,6,2,2,2,1,1,1,1,3,3,2,1,1
153,7,3,3,3,1,1,1,3,3,3,1,2,2
153,8,4,4,3,1,1,1,3,2,3,2,3,4
226,1,1,1,1,1,1,1,1,1,2,2,3,3
226,2,2,2,1,1,1,1,2,2,4,3,1,1
226,3,3,3,1,1,1,1,3,2,2,1,1,1
226,4,4,4,1,1,1,1,2,1,1,3,2,2
254,5,1,1,1,1,1,1,3,1,2,1,2,4
254,6,2,2,3,1,1,1,1,3,3,2,1,1
254,7,3,3,3,1,1,1,3,3,3,1,2,2
254,8,4,4,1,1,1,1,3,2,3,2,3,4
271,1,1,1,3,1,1,1,1,1,2,2,3,3
271,2,2,2,2,1,1,1,2,2,4,3,1,1
271,3,3,3,3,1,1,1,3,2,2,1,1,1
271,4,4,4,2,1,1,1,2,1,1,3,2,2
242,1,1,1,3,1,1,1,1,1,2,2,3,3
242,2,2,2,3,1,1,1,2,2,4,3,1,1
242,3,3,3,3,1,1,1,3,2,2,1,1,1
242,4,4,4,3,1,1,1,2,1,1,3,2,2
263,5,1,1,1,1,1,1,3,1,2,1,2,4
263,6,2,2,2,1,1,1,1,3,3,2,1,1
263,7,3,3,3,1,1,1,3,3,3,1,2,2
263,8,4,4,1,1,1,1,3,2,3,2,3,4
236,1,1,1,3,1,1,1,1,1,2,2,3,3
236,2,2,2,1,1,1,1,2,2,4,3,1,1
236,3,3,3,3,1,1,1,3,2,2,1,1,1
236,4,4,4,2,1,1,1,2,1,1,3,2,2
225,1,1,1,3,1,1,1,1,1,2,2,3,3
225,2,2,2,2,1,1,1,2,2,4,3,1,1
225,3,3,3,3,1,1,1,3,2,2,1,1,1
225,4,4,4,2,1,1,1,2,1,1,3,2,2
283,5,1,1,2,1,1,1,3,1,2,1,2,4
283,6,2,2,3,1,1,1,1,3,3,2,1,1
283,7,3,3,1,1,1,1,3,3,3,1,2,2
283,8,4,4,1,1,1,1,3,2,3,2,3,4
249,1,1,1,3,1,1,1,1,1,2,2,3,3
249,2,2,2,1,1,1,1,2,2,4,3,1,1
249,3,3,3,3,1,1,1,3,2,2,1,1,1
249,4,4,4,1,1,1,1,2,1,1,3,2,2
240,5,1,1,2,1,1,1,3,1,2,1,2,4
240,6,2,2,3,1,1,1,1,3,3,2,1,1
240,7,3,3,1,1,1,1,3,3,3,1,2,2
240,8,4,4,2,1,1,1,3,2,3,2,3,4
177,1,1,1,1,1,1,1,1,1,2,2,3,3
177,2,2,2,3,1,1,1,2,2,4,3,1,1
177,3,3,3,1,1,1,1,3,2,2,1,1,1
177,4,4,4,1,1,1,1,2,1,1,3,2,2
264,1,1,1,3,1,1,1,1,1,2,2,3,3
264,2,2,2,1,1,1,1,2,2,4,3,1,1
264,3,3,3,3,1,1,1,3,2,2,1,1,1
264,4,4,4,2,1,1,1,2,1,1,3,2,2
233,5,1,1,3,1,1,1,3,1,2,1,2,4
233,6,2,2,2,1,1,1,1,3,3,2,1,1
233,7,3,3,3,1,1,1,3,3,3,1,2,2
233,8,4,4,3,1,1,1,3,2,3,2,3,4
275,1,1,1,2,1,1,1,1,1,2,2,3,3
275,2,2,2,1,1,1,1,2,2,4,3,1,1
275,3,3,3,3,1,1,1,3,2,2,1,1,1
275,4,4,4,3,1,1,1,2,1,1,3,2,2
243,5,1,1,2,1,1,1,3,1,2,1,2,4
243,6,2,2,2,1,1,1,1,3,3,2,1,1
243,7,3,3,3,1,1,1,3,3,3,1,2,2
243,8,4,4,2,1,1,1,3,2,3,2,3,4
278,1,1,1,1,1,1,1,1,1,2,2,3,3
278,2,2,2,1,1,1,1,2,2,4,3,1,1
278,3,3,3,3,1,1,1,3,2,2,1,1,1
278,4,4,4,1,1,1,1,2,1,1,3,2,2
298,5,1,1,3,1,1,1,3,1,2,1,2,4
298,6,2,2,2,1,1,1,1,3,3,2,1,1
298,7,3,3,3,1,1,1,3,3,3,1,2,2
298,8,4,4,3,1,1,1,3,2,3,2,3,4
195,5,1,1,1,1,1,1,3,1,2,1,2,4
195,6,2,2,1,1,1,1,1,3,3,2,1,1
195,7,3,3,1,1,1,1,3,3,3,1,2,2
195,8,4,4,1,1,1,1,3,2,3,2,3,4
245,5,1,1,1,1,1,1,3,1,2,1,2,4
245,6,2,2,3,1,1,1,1,3,3,2,1,1
245,7,3,3,3,1,1,1,3,3,3,1,2,2
245,8,4,4,3,1,1,1,3,2,3,2,3,4
244,1,1,1,2,1,1,1,1,1,2,2,3,3
244,2,2,2,3,1,1,1,2,2,4,3,1,1
244,3,3,3,3,1,1,1,3,2,2,1,1,1
244,4,4,4,2,1,1,1,2,1,1,3,2,2
256,1,1,1,2,1,1,1,1,1,2,2,3,3
256,2,2,2,3,1,1,1,2,2,4,3,1,1
256,3,3,3,2,1,1,1,3,2,2,1,1,1
256,4,4,4,3,1,1,1,2,1,1,3,2,2
135,1,1,1,3,1,1,1,1,1,2,2,3,3
135,2,2,2,3,1,1,1,2,2,4,3,1,1
135,3,3,3,2,1,1,1,3,2,2,1,1,1
135,4,4,4,3,1,1,1,2,1,1,3,2,2
312,5,1,1,2,1,1,1,3,1,2,1,2,4
312,6,2,2,2,1,1,1,1,3,3,2,1,1
312,7,3,3,2,1,1,1,3,3,3,1,2,2
312,8,4,4,2,1,1,1,3,2,3,2,3,4
308,1,1,1,1,1,1,1,1,1,2,2,3,3
308,2,2,2,1,1,1,1,2,2,4,3,1,1
308,3,3,3,1,1,1,1,3,2,2,1,1,1
308,4,4,4,2,1,1,1,2,1,1,3,2,2
115,5,1,1,2,1,1,1,3,1,2,1,2,4
115,6,2,2,2,1,1,1,1,3,3,2,1,1
115,7,3,3,3,1,1,1,3,3,3,1,2,2
115,8,4,4,2,1,1,1,3,2,3,2,3,4
88,1,1,1,2,1,1,1,1,1,2,2,3,3
88,2,2,2,2,1,1,1,2,2,4,3,1,1
88,3,3,3,3,1,1,1,3,2,2,1,1,1
88,4,4,4,2,1,1,1,2,1,1,3,2,2
313,1,1,1,3,1,1,1,1,1,2,2,3,3
313,2,2,2,2,1,1,1,2,2,4,3,1,1
313,3,3,3,3,1,1,1,3,2,2,1,1,1
313,4,4,4,2,1,1,1,2,1,1,3,2,2
281,1,1,1,2,1,1,1,1,1,2,2,3,3
281,2,2,2,1,1,1,1,2,2,4,3,1,1
281,3,3,3,3,1,1,1,3,2,2,1,1,1
281,4,4,4,3,1,1,1,2,1,1,3,2,2
292,5,1,1,3,1,1,1,3,1,2,1,2,4
292,6,2,2,2,1,1,1,1,3,3,2,1,1
292,7,3,3,3,1,1,1,3,3,3,1,2,2
292,8,4,4,3,1,1,1,3,2,3,2,3,4
247,1,1,1,3,1,1,1,1,1,2,2,3,3
247,2,2,2,2,1,1,1,2,2,4,3,1,1
247,3,3,3,2,1,1,1,3,2,2,1,1,1
247,4,4,4,3,1,1,1,2,1,1,3,2,2
309,1,1,1,3,1,1,1,1,1,2,2,3,3
309,2,2,2,3,1,1,1,2,2,4,3,1,1
309,3,3,3,2,1,1,1,3,2,2,1,1,1
309,4,4,4,3,1,1,1,2,1,1,3,2,2
255,5,1,1,3,1,1,1,3,1,2,1,2,4
255,6,2,2,2,1,1,1,1,3,3,2,1,1
255,7,3,3,2,1,1,1,3,3,3,1,2,2
255,8,4,4,3,1,1,1,3,2,3,2,3,4
267,1,1,1,3,1,1,1,1,1,2,2,3,3
267,2,2,2,2,1,1,1,2,2,4,3,1,1
267,3,3,3,3,1,1,1,3,2,2,1,1,1
267,4,4,4,2,1,1,1,2,1,1,3,2,2
318,5,1,1,3,1,1,1,3,1,2,1,2,4
318,6,2,2,2,1,1,1,1,3,3,2,1,1
318,7,3,3,3,1,1,1,3,3,3,1,2,2
318,8,4,4,3,1,1,1,3,2,3,2,3,4
293,5,1,1,3,1,1,1,3,1,2,1,2,4
293,6,2,2,2,1,1,1,1,3,3,2,1,1
293,7,3,3,3,1,1,1,3,3,3,1,2,2
293,8,4,4,3,1,1,1,3,2,3,2,3,4
261,5,1,1,3,1,1,1,3,1,2,1,2,4
261,6,2,2,2,1,1,1,1,3,3,2,1,1
261,7,3,3,3,1,1,1,3,3,3,1,2,2
261,8,4,4,3,1,1,1,3,2,3,2,3,4
266,1,1,1,1,1,1,1,1,1,2,2,3,3
266,2,2,2,1,1,1,1,2,2,4,3,1,1
266,3,3,3,1,1,1,1,3,2,2,1,1,1
266,4,4,4,2,1,1,1,2,1,1,3,2,2
157,5,1,1,3,1,1,1,3,1,2,1,2,4
157,6,2,2,2,1,1,1,1,3,3,2,1,1
157,7,3,3,3,1,1,1,3,3,3,1,2,2
157,8,4,4,3,1,1,1,3,2,3,2,3,4
303,5,1,1,3,1,1,1,3,1,2,1,2,4
303,6,2,2,2,1,1,1,1,3,3,2,1,1
303,7,3,3,3,1,1,1,3,3,3,1,2,2
303,8,4,4,3,1,1,1,3,2,3,2,3,4
215,5,1,1,1,1,1,1,3,1,2,1,2,4
215,6,2,2,1,1,1,1,1,3,3,2,1,1
215,7,3,3,3,1,1,1,3,3,3,1,2,2
215,8,4,4,1,1,1,1,3,2,3,2,3,4
296,1,1,1,3,1,1,1,1,1,2,2,3,3
296,2,2,2,2,1,1,1,2,2,4,3,1,1
296,3,3,3,3,1,1,1,3,2,2,1,1,1
296,4,4,4,2,1,1,1,2,1,1,3,2,2
272,1,1,1,2,1,1,1,1,1,2,2,3,3
272,2,2,2,1,1,1,1,2,2,4,3,1,1
272,3,3,3,3,1,1,1,3,2,2,1,1,1
272,4,4,4,2,1,1,1,2,1,1,3,2,2
320,1,1,1,1,1,1,1,1,1,2,2,3,3
320,2,2,2,1,1,1,1,2,2,4,3,1,1
320,3,3,3,1,1,1,1,3,2,2,1,1,1
320,4,4,4,1,1,1,1,2,1,1,3,2,2
291,5,1,1,2,1,1,1,3,1,2,1,2,4
291,6,2,2,3,1,1,1,1,3,3,2,1,1
291,7,3,3,1,1,1,1,3,3,3,1,2,2
291,8,4,4,2,1,1,1,3,2,3,2,3,4
269,5,1,1,3,1,1,1,3,1,2,1,2,4
269,6,2,2,2,1,1,1,1,3,3,2,1,1
269,7,3,3,3,1,1,1,3,3,3,1,2,2
269,8,4,4,3,1,1,1,3,2,3,2,3,4
241,1,1,1,3,1,1,1,1,1,2,2,3,3
241,2,2,2,3,1,1,1,2,2,4,3,1,1
241,3,3,3,2,1,1,1,3,2,2,1,1,1
241,4,4,4,3,1,1,1,2,1,1,3,2,2
248,1,1,1,3,1,1,1,1,1,2,2,3,3
248,2,2,2,2,1,1,1,2,2,4,3,1,1
248,3,3,3,2,1,1,1,3,2,2,1,1,1
248,4,4,4,3,1,1,1,2,1,1,3,2,2
253,5,1,1,3,1,1,1,3,1,2,1,2,4
253,6,2,2,2,1,1,1,1,3,3,2,1,1
253,7,3,3,2,1,1,1,3,3,3,1,2,2
253,8,4,4,3,1,1,1,3,2,3,2,3,4
297,5,1,1,1,1,1,1,3,1,2,1,2,4
297,6,2,2,2,1,1,1,1,3,3,2,1,1
297,7,3,3,3,1,1,1,3,3,3,1,2,2
297,8,4,4,1,1,1,1,3,2,3,2,3,4
270,1,1,1,3,1,1,1,1,1,2,2,3,3
270,2,2,2,2,1,1,1,2,2,4,3,1,1
270,3,3,3,3,1,1,1,3,2,2,1,1,1
270,4,4,4,3,1,1,1,2,1,1,3,2,2
273,1,1,1,3,1,1,1,1,1,2,2,3,3
273,2,2,2,3,1,1,1,2,2,4,3,1,1
273,3,3,3,2,1,1,1,3,2,2,1,1,1
273,4,4,4,2,1,1,1,2,1,1,3,2,2
295,1,1,1,3,1,1,1,1,1,2,2,3,3
295,2,2,2,2,1,1,1,2,2,4,3,1,1
295,3,3,3,3,1,1,1,3,2,2,1,1,1
295,4,4,4,2,1,1,1,2,1,1,3,2,2
229,1,1,1,3,1,1,1,1,1,2,2,3,3
229,2,2,2,1,1,1,1,2,2,4,3,1,1
229,3,3,3,3,1,1,1,3,2,2,1,1,1
229,4,4,4,1,1,1,1,2,1,1,3,2,2
310,1,1,1,3,1,1,1,1,1,2,2,3,3
310,2,2,2,2,1,1,1,2,2,4,3,1,1
310,3,3,3,2,1,1,1,3,2,2,1,1,1
310,4,4,4,3,1,1,1,2,1,1,3,2,2
274,5,1,1,2,1,1,1,3,1,2,1,2,4
274,6,2,2,3,1,1,1,1,3,3,2,1,1
274,7,3,3,3,1,1,1,3,3,3,1,2,2
274,8,4,4,2,1,1,1,3,2,3,2,3,4
282,1,1,1,3,1,1,1,1,1,2,2,3,3
282,2,2,2,1,1,1,1,2,2,4,3,1,1
282,3,3,3,3,1,1,1,3,2,2,1,1,1
282,4,4,4,2,1,1,1,2,1,1,3,2,2
250,5,1,1,2,1,1,1,3,1,2,1,2,4
250,6,2,2,3,1,1,1,1,3,3,2,1,1
250,7,3,3,3,1,1,1,3,3,3,1,2,2
250,8,4,4,2,1,1,1,3,2,3,2,3,4
202,1,1,1,2,1,1,1,1,1,2,2,3,3
202,2,2,2,3,1,1,1,2,2,4,3,1,1
