RID,DESIGN_ROW,SCENARIO,SEQ,pref1,a1_x1,a1_x2,a1_x3,a2_x1,a2_x2,a2_x3,a3_x1,a3_x2,a3_x3
312,6,2,2,3,1,1,1,1,3,3,2,1,1
312,7,3,3,3,1,1,1,3,3,3,1,2,2
312,8,4,4,2,1,1,1,3,2,3,2,3,4
294,1,1,1,1,1,1,1,1,1,2,2,3,3
294,2,2,2,1,1,1,1,2,2,4,3,1,1
294,3,3,3,1,1,1,1,3,2,2,1,1,1
294,4,4,4,2,1,1,1,2,1,1,3,2,2
326,1,1,1,1,1,1,1,1,1,2,2,3,3
326,2,2,2,1,1,1,1,2,2,4,3,1,1
326,3,3,3,1,1,1,1,3,2,2,1,1,1
326,4,4,4,1,1,1,1,2,1,1,3,2,2
280,1,1,1,3,1,1,1,1,1,2,2,3,3
280,2,2,2,3,1,1,1,2,2,4,3,1,1
280,3,3,3,2,1,1,1,3,2,2,1,1,1
280,4,4,4,2,1,1,1,2,1,1,3,2,2
291,1,1,1,2,1,1,1,1,1,2,2,3,3
291,2,2,2,2,1,1,1,2,2,4,3,1,1
291,3,3,3,3,1,1,1,3,2,2,1,1,1
291,4,4,4,2,1,1,1,2,1,1,3,2,2
306,1,1,1,3,1,1,1,1,1,2,2,3,3
306,2,2,2,3,1,1,1,2,2,4,3,1,1
306,3,3,3,3,1,1,1,3,2,2,1,1,1
306,4,4,4,2,1,1,1,2,1,1,3,2,2
219,5,1,1,1,1,1,1,3,1,2,1,2,4
219,6,2,2,2,1,1,1,1,3,3,2,1,1
219,7,3,3,3,1,1,1,3,3,3,1,2,2
219,8,4,4,2,1,1,1,3,2,3,2,3,4
304,1,1,1,2,1,1,1,1,1,2,2,3,3
304,2,2,2,1,1,1,1,2,2,4,3,1,1
304,3,3,3,3,1,1,1,3,2,2,1,1,1
304,4,4,4,2,1,1,1,2,1,1,3,2,2
284,1,1,1,2,1,1,1,1,1,2,2,3,3
284,2,2,2,3,1,1,1,2,2,4,3,1,1
284,3,3,3,2,1,1,1,3,2,2,1,1,1
284,4,4,4,2,1,1,1,2,1,1,3,2,2
323,1,1,1,3,1,1,1,1,1,2,2,3,3
323,2,2,2,2,1,1,1,2,2,4,3,1,1
323,3,3,3,3,1,1,1,3,2,2,1,1,1
323,4,4,4,2,1,1,1,2,1,1,3,2,2
309,5,1,1,2,1,1,1,3,1,2,1,2,4
309,6,2,2,2,1,1,1,1,3,3,2,1,1
309,7,3,3,3,1,1,1,3,3,3,1,2,2
309,8,4,4,3,1,1,1,3,2,3,2,3,4
340,5,1,1,2,1,1,1,3,1,2,1,2,4
340,6,2,2,2,1,1,1,1,3,3,2,1,1
340,7,3,3,2,1,1,1,3,3,3,1,2,2
340,8,4,4,3,1,1,1,3,2,3,2,3,4
182,1,1,1,3,1,1,1,1,1,2,2,3,3
182,2,2,2,3,1,1,1,2,2,4,3,1,1
182,3,3,3,2,1,1,1,3,2,2,1,1,1
182,4,4,4,2,1,1,1,2,1,1,3,2,2
277,1,1,1,2,1,1,1,1,1,2,2,3,3
277,2,2,2,1,1,1,1,2,2,4,3,1,1
277,3,3,3,3,1,1,1,3,2,2,1,1,1
277,4,4,4,1,1,1,1,2,1,1,3,2,2
297,5,1,1,1,1,1,1,3,1,2,1,2,4
297,6,2,2,2,1,1,1,1,3,3,2,1,1
297,7,3,3,2,1,1,1,3,3,3,1,2,2
297,8,4,4,3,1,1,1,3,2,3,2,3,4
278,1,1,1,3,1,1,1,1,1,2,2,3,3
278,2,2,2,1,1,1,1,2,2,4,3,1,1
278,3,3,3,3,1,1,1,3,2,2,1,1,1
278,4,4,4,2,1,1,1,2,1,1,3,2,2
317,1,1,1,3,1,1,1,1,1,2,2,3,3
317,2,2,2,1,1,1,1,2,2,4,3,1,1
317,3,3,3,3,1,1,1,3,2,2,1,1,1
317,4,4,4,2,1,1,1,2,1,1,3,2,2
329,5,1,1,2,1,1,1,3,1,2,1,2,4
329,6,2,2,3,1,1,1,1,3,3,2,1,1
329,7,3,3,1,1,1,1,3,3,3,1,2,2
329,8,4,4,1,1,1,1,3,2,3,2,3,4
288,5,1,1,3,1,1,1,3,1,2,1,2,4
288,6,2,2,2,1,1,1,1,3,3,2,1,1
288,7,3,3,2,1,1,1,3,3,3,1,2,2
288,8,4,4,3,1,1,1,3,2,3,2,3,4
264,1,1,1,2,1,1,1,1,1,2,2,3,3
264,2,2,2,3,1,1,1,2,2,4,3,1,1
264,3,3,3,3,1,1,1,3,2,2,1,1,1
264,4,4,4,2,1,1,1,2,1,1,3,2,2
233,5,1,1,3,1,1,1,3,1,2,1,2,4
233,6,2,2,2,1,1,1,1,3,3,2,1,1
233,7,3,3,3,1,1,1,3,3,3,1,2,2
233,8,4,4,2,1,1,1,3,2,3,2,3,4
269,5,1,1,1,1,1,1,3,1,2,1,2,4
269,6,2,2,1,1,1,1,1,3,3,2,1,1
269,7,3,3,1,1,1,1,3,3,3,1,2,2
269,8,4,4,1,1,1,1,3,2,3,2,3,4
347,5,1,1,3,1,1,1,3,1,2,1,2,4
347,6,2,2,2,1,1,1,1,3,3,2,1,1
347,7,3,3,3,1,1,1,3,3,3,1,2,2
347,8,4,4,3,1,1,1,3,2,3,2,3,4
268,5,1,1,3,1,1,1,3,1,2,1,2,4
268,6,2,2,2,1,1,1,1,3,3,2,1,1
268,7,3,3,2,1,1,1,3,3,3,1,2,2
268,8,4,4,3,1,1,1,3,2,3,2,3,4
348,5,1,1,2,1,1,1,3,1,2,1,2,4
348,6,2,2,2,1,1,1,1,3,3,2,1,1
348,7,3,3,3,1,1,1,3,3,3,1,2,2
348,8,4,4,3,1,1,1,3,2,3,2,3,4
301,5,1,1,3,1,1,1,3,1,2,1,2,4
301,6,2,2,2,1,1,1,1,3,3,2,1,1
301,7,3,3,2,1,1,1,3,3,3,1,2,2
301,8,4,4,3,1,1,1,3,2,3,2,3,4
330,1,1,1,2,1,1,1,1,1,2,2,3,3
330,2,2,2,1,1,1,1,2,2,4,3,1,1
330,3,3,3,2,1,1,1,3,2,2,1,1,1
330,4,4,4,3,1,1,1,2,1,1,3,2,2
159,5,1,1,3,1,1,1,3,1,2,1,2,4
159,6,2,2,3,1,1,1,1,3,3,2,1,1
159,7,3,3,2,1,1,1,3,3,3,1,2,2
159,8,4,4,3,1,1,1,3,2,3,2,3,4
371,1,1,1,2,1,1,1,1,1,2,2,3,3
371,2,2,2,3,1,1,1,2,2,4,3,1,1
371,3,3,3,3,1,1,1,3,2,2,1,1,1
371,4,4,4,3,1,1,1,2,1,1,3,2,2
260,5,1,1,3,1,1,1,3,1,2,1,2,4
260,6,2,2,2,1,1,1,1,3,3,2,1,1
260,7,3,3,3,1,1,1,3,3,3,1,2,2
260,8,4,4,2,1,1,1,3,2,3,2,3,4
314,1,1,1,3,1,1,1,1,1,2,2,3,3
314,2,2,2,2,1,1,1,2,2,4,3,1,1
314,3,3,3,2,1,1,1,3,2,2,1,1,1
314,4,4,4,3,1,1,1,2,1,1,3,2,2
292,5,1,1,1,1,1,1,3,1,2,1,2,4
292,6,2,2,2,1,1,1,1,3,3,2,1,1
292,7,3,3,3,1,1,1,3,3,3,1,2,2
292,8,4,4,1,1,1,1,3,2,3,2,3,4
249,5,1,1,3,1,1,1,3,1,2,1,2,4
249,6,2,2,2,1,1,1,1,3,3,2,1,1
249,7,3,3,2,1,1,1,3,3,3,1,2,2
249,8,4,4,3,1,1,1,3,2,3,2,3,4
346,1,1,1,3,1,1,1,1,1,2,2,3,3
346,2,2,2,3,1,1,1,2,2,4,3,1,1
346,3,3,3,3,1,1,1,3,2,2,1,1,1
346,4,4,4,2,1,1,1,2,1,1,3,2,2
331,1,1,1,2,1,1,1,1,1,2,2,3,3
331,2,2,2,3,1,1,1,2,2,4,3,1,1
331,3,3,3,3,1,1,1,3,2,2,1,1,1
331,4,4,4,2,1,1,1,2,1,1,3,2,2
308,1,1,1,2,1,1,1,1,1,2,2,3,3
308,2,2,2,3,1,1,1,2,2,4,3,1,1
308,3,3,3,2,1,1,1,3,2,2,1,1,1
308,4,4,4,3,1,1,1,2,1,1,3,2,2
311,5,1,1,2,1,1,1,3,1,2,1,2,4
311,6,2,2,3,1,1,1,1,3,3,2,1,1
311,7,3,3,3,1,1,1,3,3,3,1,2,2
311,8,4,4,2,1,1,1,3,2,3,2,3,4
285,1,1,1,3,1,1,1,1,1,2,2,3,3
285,2,2,2,3,1,1,1,2,2,4,3,1,1
285,3,3,3,3,1,1,1,3,2,2,1,1,1
285,4,4,4,2,1,1,1,2,1,1,3,2,2
272,5,1,1,3,1,1,1,3,1,2,1,2,4
272,6,2,2,2,1,1,1,1,3,3,2,1,1
272,7,3,3,3,1,1,1,3,3,3,1,2,2
272,8,4,4,2,1,1,1,3,2,3,2,3,4
101,1,1,1,3,1,1,1,1,1,2,2,3,3
101,2,2,2,3,1,1,1,2,2,4,3,1,1
101,3,3,3,2,1,1,1,3,2,2,1,1,1
101,4,4,4,3,1,1,1,2,1,1,3,2,2
351,5,1,1,2,1,1,1,3,1,2,1,2,4
351,6,2,2,1,1,1,1,1,3,3,2,1,1
351,7,3,3,2,1,1,1,3,3,3,1,2,2
351,8,4,4,1,1,1,1,3,2,3,2,3,4
355,5,1,1,2,1,1,1,3,1,2,1,2,4
355,6,2,2,2,1,1,1,1,3,3,2,1,1
355,7,3,3,2,1,1,1,3,3,3,1,2,2
355,8,4,4,2,1,1,1,3,2,3,2,3,4
328,5,1,1,2,1,1,1,3,1,2,1,2,4
328,6,2,2,2,1,1,1,1,3,3,2,1,1
328,7,3,3,2,1,1,1,3,3,3,1,2,2
328,8,4,4,2,1,1,1,3,2,3,2,3,4
345,1,1,1,3,1,1,1,1,1,2,2,3,3
345,2,2,2,1,1,1,1,2,2,4,3,1,1
345,3,3,3,3,1,1,1,3,2,2,1,1,1
345,4,4,4,2,1,1,1,2,1,1,3,2,2
367,1,1,1,3,1,1,1,1,1,2,2,3,3
367,2,2,2,2,1,1,1,2,2,4,3,1,1
367,3,3,3,3,1,1,1,3,2,2,1,1,1
367,4,4,4,2,1,1,1,2,1,1,3,2,2
316,5,1,1,1,1,1,1,3,1,2,1,2,4
316,6,2,2,2,1,1,1,1,3,3,2,1,1
316,7,3,3,3,1,1,1,3,3,3,1,2,2
316,8,4,4,1,1,1,1,3,2,3,2,3,4
344,5,1,1,2,1,1,1,3,1,2,1,2,4
344,6,2,2,3,1,1,1,1,3,3,2,1,1
344,7,3,3,3,1,1,1,3,3,3,1,2,2
344,8,4,4,2,1,1,1,3,2,3,2,3,4
307,1,1,1,2,1,1,1,1,1,2,2,3,3
307,2,2,2,1,1,1,1,2,2,4,3,1,1
307,3,3,3,3,1,1,1,3,2,2,1,1,1
307,4,4,4,2,1,1,1,2,1,1,3,2,2
320,1,1,1,1,1,1,1,1,1,2,2,3,3
320,2,2,2,1,1,1,1,2,2,4,3,1,1
320,3,3,3,1,1,1,1,3,2,2,1,1,1
320,4,4,4,1,1,1,1,2,1,1,3,2,2
362,5,1,1,3,1,1,1,3,1,2,1,2,4
362,6,2,2,2,1,1,1,1,3,3,2,1,1
362,7,3,3,3,1,1,1,3,3,3,1,2,2
362,8,4,4,3,1,1,1,3,2,3,2,3,4
228,5,1,1,3,1,1,1,3,1,2,1,2,4
228,6,2,2,2,1,1,1,1,3,3,2,1,1
228,7,3,3,3,1,1,1,3,3,3,1,2,2
228,8,4,4,3,1,1,1,3,2,3,2,3,4
261,5,1,1,3,1,1,1,3,1,2,1,2,4
261,6,2,2,2,1,1,1,1,3,3,2,1,1
261,7,3,3,3,1,1,1,3,3,3,1,2,2
261,8,4,4,3,1,1,1,3,2,3,2,3,4
350,5,1,1,2,1,1,1,3,1,2,1,2,4
350,6,2,2,2,1,1,1,1,3,3,2,1,1
350,7,3,3,2,1,1,1,3,3,3,1,2,2
350,8,4,4,2,1,1,1,3,2,3,2,3,4
353,5,1,1,1,1,1,1,3,1,2,1,2,4
353,6,2,2,3,1,1,1,1,3,3,2,1,1
353,7,3,3,3,1,1,1,3,3,3,1,2,2
353,8,4,4,1,1,1,1,3,2,3,2,3,4
388,5,1,1,2,1,1,1,3,1,2,1,2,4
388,6,2,2,2,1,1,1,1,3,3,2,1,1
388,7,3,3,3,1,1,1,3,3,3,1,2,2
388,8,4,4,1,1,1,1,3,2,3,2,3,4
315,5,1,1,2,1,1,1,3,1,2,1,2,4
315,6,2,2,1,1,1,1,1,3,3,2,1,1
315,7,3,3,3,1,1,1,3,3,3,1,2,2
315,8,4,4,1,1,1,1,3,2,3,2,3,4
300,5,1,1,3,1,1,1,3,1,2,1,2,4
300,6,2,2,2,1,1,1,1,3,3,2,1,1
300,7,3,3,2,1,1,1,3,3,3,1,2,2
300,8,4,4,3,1,1,1,3,2,3,2,3,4
318,1,1,1,2,1,1,1,1,1,2,2,3,3
318,2,2,2,1,1,1,1,2,2,4,3,1,1
318,3,3,3,3,1,1,1,3,2,2,1,1,1
318,4,4,4,1,1,1,1,2,1,1,3,2,2
302,1,1,1,3,1,1,1,1,1,2,2,3,3
302,2,2,2,2,1,1,1,2,2,4,3,1,1
302,3,3,3,3,1,1,1,3,2,2,1,1,1
302,4,4,4,3,1,1,1,2,1,1,3,2,2
313,5,1,1,3,1,1,1,3,1,2,1,2,4
313,6,2,2,3,1,1,1,1,3,3,2,1,1
313,7,3,3,2,1,1,1,3,3,3,1,2,2
313,8,4,4,3,1,1,1,3,2,3,2,3,4
341,5,1,1,2,1,1,1,3,1,2,1,2,4
341,6,2,2,2,1,1,1,1,3,3,2,1,1
341,7,3,3,2,1,1,1,3,3,3,1,2,2
341,8,4,4,2,1,1,1,3,2,3,2,3,4
257,5,1,1,1,1,1,1,3,1,2,1,2,4
257,6,2,2,3,1,1,1,1,3,3,2,1,1
257,7,3,3,1,1,1,1,3,3,3,1,2,2
257,8,4,4,1,1,1,1,3,2,3,2,3,4
327,5,1,1,2,1,1,1,3,1,2,1,2,4
327,6,2,2,2,1,1,1,1,3,3,2,1,1
327,7,3,3,2,1,1,1,3,3,3,1,2,2
327,8,4,4,2,1,1,1,3,2,3,2,3,4
384,1,1,1,1,1,1,1,1,1,2,2,3,3
384,2,2,2,1,1,1,1,2,2,4,3,1,1
384,3,3,3,1,1,1,1,3,2,2,1,1,1
384,4,4,4,1,1,1,1,2,1,1,3,2,2
358,5,1,1,3,1,1,1,3,1,2,1,2,4
358,6,2,2,2,1,1,1,1,3,3,2,1,1
358,7,3,3,3,1,1,1,3,3,3,1,2,2
358,8,4,4,3,1,1,1,3,2,3,2,3,4
377,5,1,1,3,1,1,1,3,1,2,1,2,4
377,6,2,2,2,1,1,1,1,3,3,2,1,1
377,7,3,3,2,1,1,1,3,3,3,1,2,2
377,8,4,4,3,1,1,1,3,2,3,2,3,4
363,5,1,1,3,1,1,1,3,1,2,1,2,4
363,6,2,2,2,1,1,1,1,3,3,2,1,1
363,7,3,3,3,1,1,1,3,3,3,1,2,2
363,8,4,4,3,1,1,1,3,2,3,2,3,4
310,5,1,1,1,1,1,1,3,1,2,1,2,4
310,6,2,2,3,1,1,1,1,3,3,2,1,1
310,7,3,3,3,1,1,1,3,3,3,1,2,2
310,8,4,4,1,1,1,1,3,2,3,2,3,4
369,5,1,1,3,1,1,1,3,1,2,1,2,4
369,6,2,2,2,1,1,1,1,3,3,2,1,1
369,7,3,3,2,1,1,1,3,3,3,1,2,2
369,8,4,4,3,1,1,1,3,2,3,2,3,4
251,1,1,1,3,1,1,1,1,1,2,2,3,3
251,2,2,2,3,1,1,1,2,2,4,3,1,1
251,3,3,3,2,1,1,1,3,2,2,1,1,1
251,4,4,4,3,1,1,1,2,1,1,3,2,2
380,1,1,1,3,1,1,1,1,1,2,2,3,3
380,2,2,2,2,1,1,1,2,2,4,3,1,1
380,3,3,3,3,1,1,1,3,2,2,1,1,1
380,4,4,4,2,1,1,1,2,1,1,3,2,2
360,1,1,1,3,1,1,1,1,1,2,2,3,3
360,2,2,2,2,1,1,1,2,2,4,3,1,1
360,3,3,3,3,1,1,1,3,2,2,1,1,1
360,4,4,4,2,1,1,1,2,1,1,3,2,2
361,1,1,1,1,1,1,1,1,1,2,2,3,3
361,2,2,2,1,1,1,1,2,2,4,3,1,1
361,3,3,3,1,1,1,1,3,2,2,1,1,1
361,4,4,4,1,1,1,1,2,1,1,3,2,2
321,1,1,1,3,1,1,1,1,1,2,2,3,3
321,2,2,2,2,1,1,1,2,2,4,3,1,1
321,3,3,3,2,1,1,1,3,2,2,1,1,1
321,4,4,4,3,1,1,1,2,1,1,3,2,2
352,5,1,1,3,1,1,1,3,1,2,1,2,4
352,6,2,2,2,1,1,1,1,3,3,2,1,1
352,7,3,3,2,1,1,1,3,3,3,1,2,2
352,8,4,4,3,1,1,1,3,2,3,2,3,4
287,1,1,1,3,1,1,1,1,1,2,2,3,3
287,2,2,2,2,1,1,1,2,2,4,3,1,1
287,3,3,3,2,1,1,1,3,2,2,1,1,1
287,4,4,4,3,1,1,1,2,1,1,3,2,2
416,5,1,1,2,1,1,1,3,1,2,1,2,4
416,6,2,2,1,1,1,1,1,3,3,2,1,1
416,7,3,3,3,1,1,1,3,3,3,1,2,2
416,8,4,4,1,1,1,1,3,2,3,2,3,4
281,5,1,1,2,1,1,1,3,1,2,1,2,4
281,6,2,2,1,1,1,1,1,3,3,2,1,1
281,7,3,3,2,1,1,1,3,3,3,1,2,2
281,8,4,4,2,1,1,1,3,2,3,2,3,4
248,1,1,1,3,1,1,1,1,1,2,2,3,3
248,2,2,2,3,1,1,1,2,2,4,3,1,1
248,3,3,3,3,1,1,1,3,2,2,1,1,1
248,4,4,4,2,1,1,1,2,1,1,3,2,2
403,5,1,1,2,1,1,1,3,1,2,1,2,4
403,6,2,2,1,1,1,1,1,3,3,2,1,1
403,7,3,3,3,1,1,1,3,3,3,1,2,2
403,8,4,4,2,1,1,1,3,2,3,2,3,4
410,1,1,1,3,1,1,1,1,1,2,2,3,3
410,2,2,2,1,1,1,1,2,2,4,3,1,1
410,3,3,3,3,1,1,1,3,2,2,1,1,1
410,4,4,4,2,1,1,1,2,1,1,3,2,2
405,1,1,1,1,1,1,1,1,1,2,2,3,3
405,2,2,2,1,1,1,1,2,2,4,3,1,1
405,3,3,3,3,1,1,1,3,2,2,1,1,1
405,4,4,4,2,1,1,1,2,1,1,3,2,2
334,5,1,1,1,1,1,1,3,1,2,1,2,4
334,6,2,2,2,1,1,1,1,3,3,2,1,1
334,7,3,3,3,1,1,1,3,3,3,1,2,2
334,8,4,4,1,1,1,1,3,2,3,2,3,4
338,1,1,1,3,1,1,1,1,1,2,2,3,3
338,2,2,2,1,1,1,1,2,2,4,3,1,1
338,3,3,3,3,1,1,1,3,2,2,1,1,1
338,4,4,4,2,1,1,1,2,1,1,3,2,2
247,5,1,1,3,1,1,1,3,1,2,1,2,4
247,6,2,2,2,1,1,1,1,3,3,2,1,1
247,7,3,3,2,1,1,1,3,3,3,1,2,2
247,8,4,4,3,1,1,1,3,2,3,2,3,4
394,1,1,1,2,1,1,1,1,1,2,2,3,3
394,2,2,2,1,1,1,1,2,2,4,3,1,1
394,3,3,3,3,1,1,1,3,2,2,1,1,1
394,4,4,4,2,1,1,1,2,1,1,3,2,2
399,5,1,1,3,1,1,1,3,1,2,1,2,4
399,6,2,2,2,1,1,1,1,3,3,2,1,1
399,7,3,3,3,1,1,1,3,3,3,1,2,2
399,8,4,4,3,1,1,1,3,2,3,2,3,4
289,1,1,1,3,1,1,1,1,1,2,2,3,3
289,2,2,2,2,1,1,1,2,2,4,3,1,1
289,3,3,3,3,1,1,1,3,2,2,1,1,1
289,4,4,4,3,1,1,1,2,1,1,3,2,2
322,1,1,1,3,1,1,1,1,1,2,2,3,3
322,2,2,2,1,1,1,1,2,2,4,3,1,1
322,3,3,3,1,1,1,1,3,2,2,1,1,1
322,4,4,4,1,1,1,1,2,1,1,3,2,2
349,1,1,1,3,1,1,1,1,1,2,2,3,3
349,2,2,2,2,1,1,1,2,2,4,3,1,1
349,3,3,3,3,1,1,1,3,2,2,1,1,1
349,4,4,4,2,1,1,1,2,1,1,3,2,2
370,1,1,1,2,1,1,1,1,1,2,2,3,3
370,2,2,2,3,1,1,1,2,2,4,3,1,1
370,3,3,3,3,1,1,1,3,2,2,1,1,1
370,4,4,4,2,1,1,1,2,1,1,3,2,2
389,1,1,1,3,1,1,1,1,1,2,2,3,3
389,2,2,2,3,1,1,1,2,2,4,3,1,1
389,3,3,3,2,1,1,1,3,2,2,1,1,1
389,4,4,4,3,1,1,1,2,1,1,3,2,2
356,5,1,1,1,1,1,1,3,1,2,1,2,4
356,6,2,2,2,1,1,1,1,3,3,2,1,1
356,7,3,3,3,1,1,1,3,3,3,1,2,2
356,8,4,4,1,1,1,1,3,2,3,2,3,4
390,5,1,1,1,1,1,1,3,1,2,1,2,4
390,6,2,2,2,1,1,1,1,3,3,2,1,1
390,7,3,3,1,1,1,1,3,3,3,1,2,2
390,8,4,4,1,1,1,1,3,2,3,2,3,4
373,5,1,1,2,1,1,1,3,1,2,1,2,4
373,6,2,2,2,1,1,1,1,3,3,2,1,1
373,7,3,3,2,1,1,1,3,3,3,1,2,2
373,8,4,4,2,1,1,1,3,2,3,2,3,4
372,5,1,1,3,1,1,1,3,1,2,1,2,4
372,6,2,2,2,1,1,1,1,3,3,2,1,1
372,7,3,3,2,1,1,1,3,3,3,1,2,2
372,8,4,4,3,1,1,1,3,2,3,2,3,4
407,1,1,1,2,1,1,1,1,1,2,2,3,3
407,2,2,2,2,1,1,1,2,2,4,3,1,1
407,3,3,3,3,1,1,1,3,2,2,1,1,1
407,4,4,4,2,1,1,1,2,1,1,3,2,2
274,5,1,1,3,1,1,1,3,1,2,1,2,4
274,6,2,2,2,1,1,1,1,3,3,2,1,1
274,7,3,3,3,1,1,1,3,3,3,1,2,2
274,8,4,4,3,1,1,1,3,2,3,2,3,4
258,5,1,1,3,1,1,1,3,1,2,1,2,4
258,6,2,2,2,1,1,1,1,3,3,2,1,1
258,7,3,3,2,1,1,1,3,3,3,1,2,2
258,8,4,4,3,1,1,1,3,2,3,2,3,4
354,5,1,1,1,1,1,1,3,1,2,1,2,4
354,6,2,2,2,1,1,1,1,3,3,2,1,1
354,7,3,3,3,1,1,1,3,3,3,1,2,2
354,8,4,4,1,1,1,1,3,2,3,2,3,4
443,5,1,1,1,1,1,1,3,1,2,1,2,4
443,6,2,2,1,1,1,1,1,3,3,2,1,1
443,7,3,3,1,1,1,1,3,3,3,1,2,2
443,8,4,4,1,1,1,1,3,2,3,2,3,4
366,1,1,1,3,1,1,1,1,1,2,2,3,3
366,2,2,2,2,1,1,1,2,2,4,3,1,1
366,3,3,3,2,1,1,1,3,2,2,1,1,1
366,4,4,4,3,1,1,1,2,1,1,3,2,2
303,1,1,1,3,1,1,1,1,1,2,2,3,3
303,2,2,2,1,1,1,1,2,2,4,3,1,1
303,3,3,3,1,1,1,1,3,2,2,1,1,1
303,4,4,4,1,1,1,1,2,1,1,3,2,2
383,1,1,1,2,1,1,1,1,1,2,2,3,3
383,2,2,2,3,1,1,1,2,2,4,3,1,1
383,3,3,3,2,1,1,1,3,2,2,1,1,1
383,4,4,4,3,1,1,1,2,1,1,3,2,2
381,5,1,1,2,1,1,1,3,1,2,1,2,4
381,6,2,2,2,1,1,1,1,3,3,2,1,1
381,7,3,3,3,1,1,1,3,3,3,1,2,2
381,8,4,4,2,1,1,1,3,2,3,2,3,4
421,1,1,1,3,1,1,1,1,1,2,2,3,3
421,2,2,2,3,1,1,1,2,2,4,3,1,1
421,3,3,3,3,1,1,1,3,2,2,1,1,1
421,4,4,4,2,1,1,1,2,1,1,3,2,2
393,5,1,1,1,1,1,1,3,1,2,1,2,4
393,6,2,2,3,1,1,1,1,3,3,2,1,1
393,7,3,3,3,1,1,1,3,3,3,1,2,2
393,8,4,4,1,1,1,1,3,2,3,2,3,4
335,5,1,1,3,1,1,1,3,1,2,1,2,4
335,6,2,2,2,1,1,1,1,3,3,2,1,1
335,7,3,3,2,1,1,1,3,3,3,1,2,2
335,8,4,4,3,1,1,1,3,2,3,2,3,4
425,1,1,1,3,1,1,1,1,1,2,2,3,3
425,2,2,2,1,1,1,1,2,2,4,3,1,1
425,3,3,3,3,1,1,1,3,2,2,1,1,1
425,4,4,4,1,1,1,1,2,1,1,3,2,2
422,1,1,1,2,1,1,1,1,1,2,2,3,3
422,2,2,2,3,1,1,1,2,2,4,3,1,1
422,3,3,3,3,1,1,1,3,2,2,1,1,1
422,4,4,4,2,1,1,1,2,1,1,3,2,2
387,5,1,1,2,1,1,1,3,1,2,1,2,4
387,6,2,2,2,1,1,1,1,3,3,2,1,1
387,7,3,3,2,1,1,1,3,3,3,1,2,2
387,8,4,4,2,1,1,1,3,2,3,2,3,4
397,5,1,1,1,1,1,1,3,1,2,1,2,4
397,6,2,2,2,1,1,1,1,3,3,2,1,1
397,7,3,3,3,1,1,1,3,3,3,1,2,2
397,8,4,4,1,1,1,1,3,2,3,2,3,4
319,1,1,1,3,1,1,1,1,1,2,2,3,3
319,2,2,2,2,1,1,1,2,2,4,3,1,1
319,3,3,3,2,1,1,1,3,2,2,1,1,1
319,4,4,4,3,1,1,1,2,1,1,3,2,2
431,5,1,1,2,1,1,1,3,1,2,1,2,4
431,6,2,2,2,1,1,1,1,3,3,2,1,1
431,7,3,3,2,1,1,1,3,3,3,1,2,2
431,8,4,4,3,1,1,1,3,2,3,2,3,4
420,1,1,1,2,1,1,1,1,1,2,2,3,3
420,2,2,2,3,1,1,1,2,2,4,3,1,1
420,3,3,3,2,1,1,1,3,2,2,1,1,1
420,4,4,4,3,1,1,1,2,1,1,3,2,2
374,5,1,1,1,1,1,1,3,1,2,1,2,4
374,6,2,2,3,1,1,1,1,3,3,2,1,1
374,7,3,3,3,1,1,1,3,3,3,1,2,2
374,8,4,4,1,1,1,1,3,2,3,2,3,4
424,1,1,1,3,1,1,1,1,1,2,2,3,3
424,2,2,2,3,1,1,1,2,2,4,3,1,1
424,3,3,3,2,1,1,1,3,2,2,1,1,1
424,4,4,4,3,1,1,1,2,1,1,3,2,2
414,1,1,1,2,1,1,1,1,1,2,2,3,3
414,2,2,2,3,1,1,1,2,2,4,3,1,1
414,3,3,3,2,1,1,1,3,2,2,1,1,1
414,4,4,4,3,1,1,1,2,1,1,3,2,2
357,5,1,1,3,1,1,1,3,1,2,1,2,4
357,6,2,2,2,1,1,1,1,3,3,2,1,1
357,7,3,3,3,1,1,1,3,3,3,1,2,2
357,8,4,4,3,1,1,1,3,2,3,2,3,4
398,1,1,1,3,1,1,1,1,1,2,2,3,3
398,2,2,2,1,1,1,1,2,2,4,3,1,1
398,3,3,3,2,1,1,1,3,2,2,1,1,1
398,4,4,4,3,1,1,1,2,1,1,3,2,2
430,5,1,1,1,1,1,1,3,1,2,1,2,4
430,6,2,2,1,1,1,1,1,3,3,2,1,1
430,7,3,3,1,1,1,1,3,3,3,1,2,2
430,8,4,4,1,1,1,1,3,2,3,2,3,4
343,5,1,1,3,1,1,1,3,1,2,1,2,4
343,6,2,2,2,1,1,1,1,3,3,2,1,1
343,7,3,3,3,1,1,1,3,3,3,1,2,2
343,8,4,4,3,1,1,1,3,2,3,2,3,4
392,1,1,1,3,1,1,1,1,1,2,2,3,3
392,2,2,2,2,1,1,1,2,2,4,3,1,1
392,3,3,3,2,1,1,1,3,2,2,1,1,1
392,4,4,4,3,1,1,1,2,1,1,3,2,2
446,5,1,1,2,1,1,1,3,1,2,1,2,4
446,6,2,2,2,1,1,1,1,3,3,2,1,1
446,7,3,3,3,1,1,1,3,3,3,1,2,2
446,8,4,4,2,1,1,1,3,2,3,2,3,4
368,5,1,1,2,1,1,1,3,1,2,1,2,4
368,6,2,2,3,1,1,1,1,3,3,2,1,1
