RID,DESIGN_ROW,SCENARIO,SEQ,pref1,a1_x1,a1_x2,a1_x3,a2_x1,a2_x2,a2_x3,a3_x1,a3_x2,a3_x3
141,1,1,1,2,1,1,1,1,1,2,2,3,3
141,2,2,2,1,1,1,1,2,2,4,3,1,1
141,3,3,3,3,1,1,1,3,2,2,1,1,1
141,4,4,4,3,1,1,1,2,1,1,3,2,2
163,1,1,1,3,1,1,1,1,1,2,2,3,3
163,2,2,2,3,1,1,1,2,2,4,3,1,1
163,3,3,3,2,1,1,1,3,2,2,1,1,1
163,4,4,4,3,1,1,1,2,1,1,3,2,2
136,1,1,1,3,1,1,1,1,1,2,2,3,3
136,2,2,2,2,1,1,1,2,2,4,3,1,1
136,3,3,3,3,1,1,1,3,2,2,1,1,1
136,4,4,4,2,1,1,1,2,1,1,3,2,2
181,1,1,1,3,1,1,1,1,1,2,2,3,3
181,2,2,2,3,1,1,1,2,2,4,3,1,1
181,3,3,3,2,1,1,1,3,2,2,1,1,1
181,4,4,4,2,1,1,1,2,1,1,3,2,2
171,5,1,1,1,1,1,1,3,1,2,1,2,4
171,6,2,2,3,1,1,1,1,3,3,2,1,1
171,7,3,3,1,1,1,1,3,3,3,1,2,2
171,8,4,4,1,1,1,1,3,2,3,2,3,4
184,1,1,1,2,1,1,1,1,1,2,2,3,3
184,2,2,2,3,1,1,1,2,2,4,3,1,1
184,3,3,3,2,1,1,1,3,2,2,1,1,1
184,4,4,4,3,1,1,1,2,1,1,3,2,2
104,5,1,1,2,1,1,1,3,1,2,1,2,4
104,6,2,2,3,1,1,1,1,3,3,2,1,1
104,7,3,3,3,1,1,1,3,3,3,1,2,2
104,8,4,4,2,1,1,1,3,2,3,2,3,4
179,1,1,1,2,1,1,1,1,1,2,2,3,3
179,2,2,2,3,1,1,1,2,2,4,3,1,1
179,3,3,3,2,1,1,1,3,2,2,1,1,1
179,4,4,4,3,1,1,1,2,1,1,3,2,2
147,1,1,1,1,1,1,1,1,1,2,2,3,3
147,2,2,2,1,1,1,1,2,2,4,3,1,1
147,3,3,3,1,1,1,1,3,2,2,1,1,1
147,4,4,4,1,1,1,1,2,1,1,3,2,2
188,5,1,1,2,1,1,1,3,1,2,1,2,4
188,6,2,2,2,1,1,1,1,3,3,2,1,1
188,7,3,3,3,1,1,1,3,3,3,1,2,2
188,8,4,4,1,1,1,1,3,2,3,2,3,4
116,5,1,1,3,1,1,1,3,1,2,1,2,4
116,6,2,2,2,1,1,1,1,3,3,2,1,1
116,7,3,3,2,1,1,1,3,3,3,1,2,2
116,8,4,4,3,1,1,1,3,2,3,2,3,4
178,5,1,1,3,1,1,1,3,1,2,1,2,4
178,6,2,2,2,1,1,1,1,3,3,2,1,1
178,7,3,3,2,1,1,1,3,3,3,1,2,2
178,8,4,4,3,1,1,1,3,2,3,2,3,4
177,1,1,1,2,1,1,1,1,1,2,2,3,3
177,2,2,2,2,1,1,1,2,2,4,3,1,1
177,3,3,3,3,1,1,1,3,2,2,1,1,1
177,4,4,4,2,1,1,1,2,1,1,3,2,2
117,1,1,1,3,1,1,1,1,1,2,2,3,3
117,2,2,2,2,1,1,1,2,2,4,3,1,1
117,3,3,3,2,1,1,1,3,2,2,1,1,1
117,4,4,4,3,1,1,1,2,1,1,3,2,2
160,5,1,1,3,1,1,1,3,1,2,1,2,4
160,6,2,2,2,1,1,1,1,3,3,2,1,1
160,7,3,3,3,1,1,1,3,3,3,1,2,2
160,8,4,4,3,1,1,1,3,2,3,2,3,4
127,1,1,1,3,1,1,1,1,1,2,2,3,3
127,2,2,2,3,1,1,1,2,2,4,3,1,1
127,3,3,3,3,1,1,1,3,2,2,1,1,1
127,4,4,4,2,1,1,1,2,1,1,3,2,2
124,1,1,1,3,1,1,1,1,1,2,2,3,3
124,2,2,2,3,1,1,1,2,2,4,3,1,1
124,3,3,3,3,1,1,1,3,2,2,1,1,1
124,4,4,4,3,1,1,1,2,1,1,3,2,2
161,5,1,1,3,1,1,1,3,1,2,1,2,4
161,6,2,2,2,1,1,1,1,3,3,2,1,1
161,7,3,3,3,1,1,1,3,3,3,1,2,2
161,8,4,4,3,1,1,1,3,2,3,2,3,4
145,5,1,1,2,1,1,1,3,1,2,1,2,4
145,6,2,2,2,1,1,1,1,3,3,2,1,1
145,7,3,3,2,1,1,1,3,3,3,1,2,2
145,8,4,4,3,1,1,1,3,2,3,2,3,4
152,5,1,1,3,1,1,1,3,1,2,1,2,4
152,6,2,2,2,1,1,1,1,3,3,2,1,1
152,7,3,3,2,1,1,1,3,3,3,1,2,2
152,8,4,4,3,1,1,1,3,2,3,2,3,4
158,1,1,1,3,1,1,1,1,1,2,2,3,3
158,2,2,2,2,1,1,1,2,2,4,3,1,1
158,3,3,3,2,1,1,1,3,2,2,1,1,1
158,4,4,4,3,1,1,1,2,1,1,3,2,2
157,5,1,1,3,1,1,1,3,1,2,1,2,4
157,6,2,2,2,1,1,1,1,3,3,2,1,1
157,7,3,3,2,1,1,1,3,3,3,1,2,2
157,8,4,4,3,1,1,1,3,2,3,2,3,4
185,1,1,1,3,1,1,1,1,1,2,2,3,3
185,2,2,2,3,1,1,1,2,2,4,3,1,1
185,3,3,3,2,1,1,1,3,2,2,1,1,1
185,4,4,4,2,1,1,1,2,1,1,3,2,2
93,5,1,1,2,1,1,1,3,1,2,1,2,4
93,6,2,2,2,1,1,1,1,3,3,2,1,1
93,7,3,3,2,1,1,1,3,3,3,1,2,2
93,8,4,4,2,1,1,1,3,2,3,2,3,4
196,1,1,1,2,1,1,1,1,1,2,2,3,3
196,2,2,2,1,1,1,1,2,2,4,3,1,1
196,3,3,3,2,1,1,1,3,2,2,1,1,1
196,4,4,4,2,1,1,1,2,1,1,3,2,2
176,5,1,1,3,1,1,1,3,1,2,1,2,4
176,6,2,2,2,1,1,1,1,3,3,2,1,1
176,7,3,3,3,1,1,1,3,3,3,1,2,2
176,8,4,4,3,1,1,1,3,2,3,2,3,4
165,1,1,1,1,1,1,1,1,1,2,2,3,3
165,2,2,2,1,1,1,1,2,2,4,3,1,1
165,3,3,3,1,1,1,1,3,2,2,1,1,1
165,4,4,4,1,1,1,1,2,1,1,3,2,2
199,5,1,1,3,1,1,1,3,1,2,1,2,4
199,6,2,2,2,1,1,1,1,3,3,2,1,1
199,7,3,3,3,1,1,1,3,3,3,1,2,2
199,8,4,4,3,1,1,1,3,2,3,2,3,4
156,1,1,1,2,1,1,1,1,1,2,2,3,3
156,2,2,2,3,1,1,1,2,2,4,3,1,1
156,3,3,3,2,1,1,1,3,2,2,1,1,1
156,4,4,4,3,1,1,1,2,1,1,3,2,2
150,5,1,1,2,1,1,1,3,1,2,1,2,4
150,6,2,2,3,1,1,1,1,3,3,2,1,1
150,7,3,3,2,1,1,1,3,3,3,1,2,2
150,8,4,4,2,1,1,1,3,2,3,2,3,4
173,1,1,1,3,1,1,1,1,1,2,2,3,3
173,2,2,2,1,1,1,1,2,2,4,3,1,1
173,3,3,3,3,1,1,1,3,2,2,1,1,1
173,4,4,4,2,1,1,1,2,1,1,3,2,2
172,1,1,1,1,1,1,1,1,1,2,2,3,3
172,2,2,2,1,1,1,1,2,2,4,3,1,1
172,3,3,3,1,1,1,1,3,2,2,1,1,1
172,4,4,4,1,1,1,1,2,1,1,3,2,2
189,5,1,1,3,1,1,1,3,1,2,1,2,4
189,6,2,2,3,1,1,1,1,3,3,2,1,1
189,7,3,3,2,1,1,1,3,3,3,1,2,2
189,8,4,4,2,1,1,1,3,2,3,2,3,4
198,1,1,1,3,1,1,1,1,1,2,2,3,3
198,2,2,2,2,1,1,1,2,2,4,3,1,1
198,3,3,3,3,1,1,1,3,2,2,1,1,1
198,4,4,4,2,1,1,1,2,1,1,3,2,2
210,5,1,1,1,1,1,1,3,1,2,1,2,4
210,6,2,2,1,1,1,1,1,3,3,2,1,1
210,7,3,3,1,1,1,1,3,3,3,1,2,2
210,8,4,4,1,1,1,1,3,2,3,2,3,4
201,1,1,1,2,1,1,1,1,1,2,2,3,3
201,2,2,2,3,1,1,1,2,2,4,3,1,1
201,3,3,3,3,1,1,1,3,2,2,1,1,1
201,4,4,4,1,1,1,1,2,1,1,3,2,2
190,1,1,1,2,1,1,1,1,1,2,2,3,3
190,2,2,2,2,1,1,1,2,2,4,3,1,1
190,3,3,3,2,1,1,1,3,2,2,1,1,1
190,4,4,4,2,1,1,1,2,1,1,3,2,2
212,1,1,1,3,1,1,1,1,1,2,2,3,3
212,2,2,2,2,1,1,1,2,2,4,3,1,1
212,3,3,3,2,1,1,1,3,2,2,1,1,1
212,4,4,4,2,1,1,1,2,1,1,3,2,2
221,1,1,1,3,1,1,1,1,1,2,2,3,3
221,2,2,2,2,1,1,1,2,2,4,3,1,1
221,3,3,3,1,1,1,1,3,2,2,1,1,1
221,4,4,4,1,1,1,1,2,1,1,3,2,2
197,5,1,1,2,1,1,1,3,1,2,1,2,4
197,6,2,2,3,1,1,1,1,3,3,2,1,1
197,7,3,3,3,1,1,1,3,3,3,1,2,2
197,8,4,4,1,1,1,1,3,2,3,2,3,4
169,1,1,1,2,1,1,1,1,1,2,2,3,3
169,2,2,2,3,1,1,1,2,2,4,3,1,1
169,3,3,3,2,1,1,1,3,2,2,1,1,1
169,4,4,4,3,1,1,1,2,1,1,3,2,2
187,5,1,1,2,1,1,1,3,1,2,1,2,4
187,6,2,2,2,1,1,1,1,3,3,2,1,1
187,7,3,3,3,1,1,1,3,3,3,1,2,2
187,8,4,4,2,1,1,1,3,2,3,2,3,4
207,5,1,1,3,1,1,1,3,1,2,1,2,4
207,6,2,2,3,1,1,1,1,3,3,2,1,1
207,7,3,3,2,1,1,1,3,3,3,1,2,2
207,8,4,4,2,1,1,1,3,2,3,2,3,4
204,1,1,1,2,1,1,1,1,1,2,2,3,3
204,2,2,2,1,1,1,1,2,2,4,3,1,1
204,3,3,3,3,1,1,1,3,2,2,1,1,1
204,4,4,4,1,1,1,1,2,1,1,3,2,2
108,5,1,1,2,1,1,1,3,1,2,1,2,4
108,6,2,2,3,1,1,1,1,3,3,2,1,1
108,7,3,3,3,1,1,1,3,3,3,1,2,2
108,8,4,4,1,1,1,1,3,2,3,2,3,4
231,1,1,1,2,1,1,1,1,1,2,2,3,3
231,2,2,2,1,1,1,1,2,2,4,3,1,1
231,3,3,3,2,1,1,1,3,2,2,1,1,1
231,4,4,4,3,1,1,1,2,1,1,3,2,2
162,5,1,1,1,1,1,1,3,1,2,1,2,4
162,6,2,2,3,1,1,1,1,3,3,2,1,1
162,7,3,3,3,1,1,1,3,3,3,1,2,2
162,8,4,4,1,1,1,1,3,2,3,2,3,4
195,5,1,1,3,1,1,1,3,1,2,1,2,4
195,6,2,2,2,1,1,1,1,3,3,2,1,1
195,7,3,3,3,1,1,1,3,3,3,1,2,2
195,8,4,4,3,1,1,1,3,2,3,2,3,4
137,1,1,1,3,1,1,1,1,1,2,2,3,3
137,2,2,2,2,1,1,1,2,2,4,3,1,1
137,3,3,3,2,1,1,1,3,2,2,1,1,1
137,4,4,4,3,1,1,1,2,1,1,3,2,2
202,5,1,1,3,1,1,1,3,1,2,1,2,4
202,6,2,2,2,1,1,1,1,3,3,2,1,1
202,7,3,3,2,1,1,1,3,3,3,1,2,2
202,8,4,4,3,1,1,1,3,2,3,2,3,4
215,1,1,1,3,1,1,1,1,1,2,2,3,3
215,2,2,2,1,1,1,1,2,2,4,3,1,1
215,3,3,3,3,1,1,1,3,2,2,1,1,1
215,4,4,4,1,1,1,1,2,1,1,3,2,2
227,1,1,1,2,1,1,1,1,1,2,2,3,3
227,2,2,2,3,1,1,1,2,2,4,3,1,1
227,3,3,3,2,1,1,1,3,2,2,1,1,1
227,4,4,4,3,1,1,1,2,1,1,3,2,2
193,5,1,1,3,1,1,1,3,1,2,1,2,4
193,6,2,2,2,1,1,1,1,3,3,2,1,1
193,7,3,3,3,1,1,1,3,3,3,1,2,2
193,8,4,4,1,1,1,1,3,2,3,2,3,4
225,5,1,1,3,1,1,1,3,1,2,1,2,4
225,6,2,2,2,1,1,1,1,3,3,2,1,1
225,7,3,3,2,1,1,1,3,3,3,1,2,2
225,8,4,4,3,1,1,1,3,2,3,2,3,4
200,1,1,1,3,1,1,1,1,1,2,2,3,3
200,2,2,2,2,1,1,1,2,2,4,3,1,1
200,3,3,3,3,1,1,1,3,2,2,1,1,1
200,4,4,4,3,1,1,1,2,1,1,3,2,2
209,5,1,1,1,1,1,1,3,1,2,1,2,4
209,6,2,2,1,1,1,1,1,3,3,2,1,1
209,7,3,3,1,1,1,1,3,3,3,1,2,2
209,8,4,4,1,1,1,1,3,2,3,2,3,4
175,1,1,1,3,1,1,1,1,1,2,2,3,3
175,2,2,2,1,1,1,1,2,2,4,3,1,1
175,3,3,3,1,1,1,1,3,2,2,1,1,1
175,4,4,4,1,1,1,1,2,1,1,3,2,2
235,1,1,1,3,1,1,1,1,1,2,2,3,3
235,2,2,2,3,1,1,1,2,2,4,3,1,1
235,3,3,3,2,1,1,1,3,2,2,1,1,1
235,4,4,4,3,1,1,1,2,1,1,3,2,2
214,1,1,1,2,1,1,1,1,1,2,2,3,3
214,2,2,2,3,1,1,1,2,2,4,3,1,1
214,3,3,3,2,1,1,1,3,2,2,1,1,1
214,4,4,4,3,1,1,1,2,1,1,3,2,2
239,1,1,1,2,1,1,1,1,1,2,2,3,3
239,2,2,2,3,1,1,1,2,2,4,3,1,1
239,3,3,3,3,1,1,1,3,2,2,1,1,1
239,4,4,4,2,1,1,1,2,1,1,3,2,2
167,5,1,1,2,1,1,1,3,1,2,1,2,4
167,6,2,2,3,1,1,1,1,3,3,2,1,1
167,7,3,3,3,1,1,1,3,3,3,1,2,2
167,8,4,4,2,1,1,1,3,2,3,2,3,4
218,1,1,1,3,1,1,1,1,1,2,2,3,3
218,2,2,2,2,1,1,1,2,2,4,3,1,1
218,3,3,3,2,1,1,1,3,2,2,1,1,1
218,4,4,4,3,1,1,1,2,1,1,3,2,2
191,5,1,1,2,1,1,1,3,1,2,1,2,4
191,6,2,2,3,1,1,1,1,3,3,2,1,1
191,7,3,3,3,1,1,1,3,3,3,1,2,2
191,8,4,4,1,1,1,1,3,2,3,2,3,4
203,1,1,1,2,1,1,1,1,1,2,2,3,3
203,2,2,2,1,1,1,1,2,2,4,3,1,1
203,3,3,3,2,1,1,1,3,2,2,1,1,1
203,4,4,4,3,1,1,1,2,1,1,3,2,2
208,5,1,1,3,1,1,1,3,1,2,1,2,4
208,6,2,2,2,1,1,1,1,3,3,2,1,1
208,7,3,3,3,1,1,1,3,3,3,1,2,2
208,8,4,4,3,1,1,1,3,2,3,2,3,4
236,5,1,1,1,1,1,1,3,1,2,1,2,4
236,6,2,2,3,1,1,1,1,3,3,2,1,1
236,7,3,3,3,1,1,1,3,3,3,1,2,2
236,8,4,4,1,1,1,1,3,2,3,2,3,4
237,1,1,1,2,1,1,1,1,1,2,2,3,3
237,2,2,2,1,1,1,1,2,2,4,3,1,1
237,3,3,3,3,1,1,1,3,2,2,1,1,1
237,4,4,4,2,1,1,1,2,1,1,3,2,2
222,5,1,1,3,1,1,1,3,1,2,1,2,4
222,6,2,2,2,1,1,1,1,3,3,2,1,1
222,7,3,3,2,1,1,1,3,3,3,1,2,2
222,8,4,4,3,1,1,1,3,2,3,2,3,4
148,5,1,1,2,1,1,1,3,1,2,1,2,4
148,6,2,2,2,1,1,1,1,3,3,2,1,1
148,7,3,3,3,1,1,1,3,3,3,1,2,2
148,8,4,4,2,1,1,1,3,2,3,2,3,4
129,1,1,1,1,1,1,1,1,1,2,2,3,3
129,2,2,2,1,1,1,1,2,2,4,3,1,1
129,3,3,3,1,1,1,1,3,2,2,1,1,1
129,4,4,4,1,1,1,1,2,1,1,3,2,2
241,1,1,1,2,1,1,1,1,1,2,2,3,3
241,2,2,2,1,1,1,1,2,2,4,3,1,1
241,3,3,3,3,1,1,1,3,2,2,1,1,1
241,4,4,4,3,1,1,1,2,1,1,3,2,2
183,1,1,1,3,1,1,1,1,1,2,2,3,3
183,2,2,2,2,1,1,1,2,2,4,3,1,1
183,3,3,3,2,1,1,1,3,2,2,1,1,1
183,4,4,4,2,1,1,1,2,1,1,3,2,2
170,5,1,1,2,1,1,1,3,1,2,1,2,4
170,6,2,2,2,1,1,1,1,3,3,2,1,1
170,7,3,3,2,1,1,1,3,3,3,1,2,2
170,8,4,4,2,1,1,1,3,2,3,2,3,4
230,5,1,1,3,1,1,1,3,1,2,1,2,4
230,6,2,2,2,1,1,1,1,3,3,2,1,1
230,7,3,3,2,1,1,1,3,3,3,1,2,2
230,8,4,4,3,1,1,1,3,2,3,2,3,4
205,5,1,1,3,1,1,1,3,1,2,1,2,4
205,6,2,2,2,1,1,1,1,3,3,2,1,1
205,7,3,3,2,1,1,1,3,3,3,1,2,2
205,8,4,4,3,1,1,1,3,2,3,2,3,4
220,5,1,1,3,1,1,1,3,1,2,1,2,4
220,6,2,2,2,1,1,1,1,3,3,2,1,1
220,7,3,3,2,1,1,1,3,3,3,1,2,2
220,8,4,4,3,1,1,1,3,2,3,2,3,4
242,5,1,1,3,1,1,1,3,1,2,1,2,4
242,6,2,2,2,1,1,1,1,3,3,2,1,1
242,7,3,3,3,1,1,1,3,3,3,1,2,2
242,8,4,4,3,1,1,1,3,2,3,2,3,4
206,1,1,1,1,1,1,1,1,1,2,2,3,3
206,2,2,2,2,1,1,1,2,2,4,3,1,1
206,3,3,3,2,1,1,1,3,2,2,1,1,1
206,4,4,4,2,1,1,1,2,1,1,3,2,2
226,1,1,1,2,1,1,1,1,1,2,2,3,3
226,2,2,2,3,1,1,1,2,2,4,3,1,1
226,3,3,3,2,1,1,1,3,2,2,1,1,1
226,4,4,4,3,1,1,1,2,1,1,3,2,2
213,5,1,1,3,1,1,1,3,1,2,1,2,4
213,6,2,2,2,1,1,1,1,3,3,2,1,1
213,7,3,3,3,1,1,1,3,3,3,1,2,2
213,8,4,4,3,1,1,1,3,2,3,2,3,4
186,5,1,1,3,1,1,1,3,1,2,1,2,4
186,6,2,2,3,1,1,1,1,3,3,2,1,1
186,7,3,3,2,1,1,1,3,3,3,1,2,2
186,8,4,4,3,1,1,1,3,2,3,2,3,4
266,5,1,1,3,1,1,1,3,1,2,1,2,4
266,6,2,2,2,1,1,1,1,3,3,2,1,1
266,7,3,3,2,1,1,1,3,3,3,1,2,2
266,8,4,4,2,1,1,1,3,2,3,2,3,4
255,1,1,1,2,1,1,1,1,1,2,2,3,3
255,2,2,2,3,1,1,1,2,2,4,3,1,1
255,3,3,3,2,1,1,1,3,2,2,1,1,1
255,4,4,4,2,1,1,1,2,1,1,3,2,2
263,1,1,1,3,1,1,1,1,1,2,2,3,3
263,2,2,2,3,1,1,1,2,2,4,3,1,1
263,3,3,3,2,1,1,1,3,2,2,1,1,1
263,4,4,4,3,1,1,1,2,1,1,3,2,2
180,1,1,1,1,1,1,1,1,1,2,2,3,3
180,2,2,2,1,1,1,1,2,2,4,3,1,1
180,3,3,3,1,1,1,1,3,2,2,1,1,1
180,4,4,4,1,1,1,1,2,1,1,3,2,2
223,1,1,1,3,1,1,1,1,1,2,2,3,3
223,2,2,2,2,1,1,1,2,2,4,3,1,1
223,3,3,3,2,1,1,1,3,2,2,1,1,1
223,4,4,4,3,1,1,1,2,1,1,3,2,2
250,5,1,1,3,1,1,1,3,1,2,1,2,4
250,6,2,2,2,1,1,1,1,3,3,2,1,1
250,7,3,3,2,1,1,1,3,3,3,1,2,2
250,8,4,4,2,1,1,1,3,2,3,2,3,4
265,1,1,1,3,1,1,1,1,1,2,2,3,3
265,2,2,2,2,1,1,1,2,2,4,3,1,1
265,3,3,3,2,1,1,1,3,2,2,1,1,1
265,4,4,4,3,1,1,1,2,1,1,3,2,2
151,1,1,1,2,1,1,1,1,1,2,2,3,3
151,2,2,2,1,1,1,1,2,2,4,3,1,1
151,3,3,3,3,1,1,1,3,2,2,1,1,1
151,4,4,4,2,1,1,1,2,1,1,3,2,2
267,1,1,1,1,1,1,1,1,1,2,2,3,3
267,2,2,2,3,1,1,1,2,2,4,3,1,1
267,3,3,3,2,1,1,1,3,2,2,1,1,1
267,4,4,4,3,1,1,1,2,1,1,3,2,2
252,5,1,1,3,1,1,1,3,1,2,1,2,4
252,6,2,2,2,1,1,1,1,3,3,2,1,1
252,7,3,3,3,1,1,1,3,3,3,1,2,2
252,8,4,4,3,1,1,1,3,2,3,2,3,4
243,1,1,1,2,1,1,1,1,1,2,2,3,3
243,2,2,2,2,1,1,1,2,2,4,3,1,1
243,3,3,3,2,1,1,1,3,2,2,1,1,1
243,4,4,4,3,1,1,1,2,1,1,3,2,2
229,5,1,1,3,1,1,1,3,1,2,1,2,4
229,6,2,2,2,1,1,1,1,3,3,2,1,1
229,7,3,3,3,1,1,1,3,3,3,1,2,2
229,8,4,4,3,1,1,1,3,2,3,2,3,4
256,5,1,1,1,1,1,1,3,1,2,1,2,4
256,6,2,2,2,1,1,1,1,3,3,2,1,1
256,7,3,3,3,1,1,1,3,3,3,1,2,2
256,8,4,4,1,1,1,1,3,2,3,2,3,4
244,1,1,1,3,1,1,1,1,1,2,2,3,3
244,2,2,2,2,1,1,1,2,2,4,3,1,1
244,3,3,3,2,1,1,1,3,2,2,1,1,1
244,4,4,4,3,1,1,1,2,1,1,3,2,2
192,5,1,1,3,1,1,1,3,1,2,1,2,4
192,6,2,2,3,1,1,1,1,3,3,2,1,1
192,7,3,3,3,1,1,1,3,3,3,1,2,2
192,8,4,4,3,1,1,1,3,2,3,2,3,4
217,5,1,1,1,1,1,1,3,1,2,1,2,4
217,6,2,2,1,1,1,1,1,3,3,2,1,1
217,7,3,3,1,1,1,1,3,3,3,1,2,2
217,8,4,4,1,1,1,1,3,2,3,2,3,4
246,5,1,1,1,1,1,1,3,1,2,1,2,4
246,6,2,2,2,1,1,1,1,3,3,2,1,1
246,7,3,3,3,1,1,1,3,3,3,1,2,2
246,8,4,4,1,1,1,1,3,2,3,2,3,4
276,1,1,1,1,1,1,1,1,1,2,2,3,3
276,2,2,2,1,1,1,1,2,2,4,3,1,1
276,3,3,3,1,1,1,1,3,2,2,1,1,1
276,4,4,4,1,1,1,1,2,1,1,3,2,2
270,5,1,1,3,1,1,1,3,1,2,1,2,4
270,6,2,2,2,1,1,1,1,3,3,2,1,1
270,7,3,3,3,1,1,1,3,3,3,1,2,2
270,8,4,4,3,1,1,1,3,2,3,2,3,4
286,1,1,1,3,1,1,1,1,1,2,2,3,3
286,2,2,2,2,1,1,1,2,2,4,3,1,1
286,3,3,3,2,1,1,1,3,2,2,1,1,1
286,4,4,4,3,1,1,1,2,1,1,3,2,2
224,5,1,1,3,1,1,1,3,1,2,1,2,4
224,6,2,2,2,1,1,1,1,3,3,2,1,1
224,7,3,3,3,1,1,1,3,3,3,1,2,2
224,8,4,4,3,1,1,1,3,2,3,2,3,4
262,5,1,1,3,1,1,1,3,1,2,1,2,4
262,6,2,2,2,1,1,1,1,3,3,2,1,1
262,7,3,3,3,1,1,1,3,3,3,1,2,2
262,8,4,4,3,1,1,1,3,2,3,2,3,4
259,1,1,1,3,1,1,1,1,1,2,2,3,3
259,2,2,2,1,1,1,1,2,2,4,3,1,1
259,3,3,3,3,1,1,1,3,2,2,1,1,1
259,4,4,4,2,1,1,1,2,1,1,3,2,2
271,1,1,1,3,1,1,1,1,1,2,2,3,3
271,2,2,2,2,1,1,1,2,2,4,3,1,1
271,3,3,3,1,1,1,1,3,2,2,1,1,1
271,4,4,4,2,1,1,1,2,1,1,3,2,2
298,1,1,1,3,1,1,1,1,1,2,2,3,3
298,2,2,2,1,1,1,1,2,2,4,3,1,1
298,3,3,3,3,1,1,1,3,2,2,1,1,1
298,4,4,4,2,1,1,1,2,1,1,3,2,2
232,1,1,1,3,1,1,1,1,1,2,2,3,3
232,2,2,2,2,1,1,1,2,2,4,3,1,1
232,3,3,3,3,1,1,1,3,2,2,1,1,1
232,4,4,4,3,1,1,1,2,1,1,3,2,2
253,5,1,1,3,1,1,1,3,1,2,1,2,4
253,6,2,2,2,1,1,1,1,3,3,2,1,1
253,7,3,3,3,1,1,1,3,3,3,1,2,2
253,8,4,4,3,1,1,1,3,2,3,2,3,4
211,1,1,1,3,1,1,1,1,1,2,2,3,3
211,2,2,2,2,1,1,1,2,2,4,3,1,1
211,3,3,3,3,1,1,1,3,2,2,1,1,1
211,4,4,4,2,1,1,1,2,1,1,3,2,2
245,1,1,1,3,1,1,1,1,1,2,2,3,3
245,2,2,2,2,1,1,1,2,2,4,3,1,1
245,3,3,3,3,1,1,1,3,2,2,1,1,1
245,4,4,4,2,1,1,1,2,1,1,3,2,2
299,5,1,1,1,1,1,1,3,1,2,1,2,4
299,6,2,2,2,1,1,1,1,3,3,2,1,1
299,7,3,3,3,1,1,1,3,3,3,1,2,2
299,8,4,4,1,1,1,1,3,2,3,2,3,4
282,5,1,1,3,1,1,1,3,1,2,1,2,4
282,6,2,2,2,1,1,1,1,3,3,2,1,1
282,7,3,3,3,1,1,1,3,3,3,1,2,2
282,8,4,4,1,1,1,1,3,2,3,2,3,4
290,5,1,1,3,1,1,1,3,1,2,1,2,4
290,6,2,2,2,1,1,1,1,3,3,2,1,1
290,7,3,3,2,1,1,1,3,3,3,1,2,2
290,8,4,4,3,1,1,1,3,2,3,2,3,4
273,1,1,1,3,1,1,1,1,1,2,2,3,3
273,2,2,2,2,1,1,1,2,2,4,3,1,1
273,3,3,3,2,1,1,1,3,2,2,1,1,1
273,4,4,4,3,1,1,1,2,1,1,3,2,2
336,1,1,1,2,1,1,1,1,1,2,2,3,3
336,2,2,2,3,1,1,1,2,2,4,3,1,1
336,3,3,3,3,1,1,1,3,2,2,1,1,1
336,4,4,4,1,1,1,1,2,1,1,3,2,2
279,1,1,1,3,1,1,1,1,1,2,2,3,3
279,2,2,2,2,1,1,1,2,2,4,3,1,1
279,3,3,3,2,1,1,1,3,2,2,1,1,1
279,4,4,4,3,1,1,1,2,1,1,3,2,2
305,5,1,1,3,1,1,1,3,1,2,1,2,4
305,6,2,2,2,1,1,1,1,3,3,2,1,1
305,7,3,3,1,1,1,1,3,3,3,1,2,2
305,8,4,4,3,1,1,1,3,2,3,2,3,4
295,5,1,1,1,1,1,1,3,1,2,1,2,4
295,6,2,2,3,1,1,1,1,3,3,2,1,1
295,7,3,3,1,1,1,1,3,3,3,1,2,2
295,8,4,4,1,1,1,1,3,2,3,2,3,4
293,5,1,1,1,1,1,1,3,1,2,1,2,4
293,6,2,2,2,1,1,1,1,3,3,2,1,1
293,7,3,3,3,1,1,1,3,3,3,1,2,2
293,8,4,4,1,1,1,1,3,2,3,2,3,4
339,1,1,1,2,1,1,1,1,1,2,2,3,3
339,2,2,2,2,1,1,1,2,2,4,3,1,1
339,3,3,3,2,1,1,1,3,2,2,1,1,1
339,4,4,4,2,1,1,1,2,1,1,3,2,2
194,1,1,1,3,1,1,1,1,1,2,2,3,3
194,2,2,2,2,1,1,1,2,2,4,3,1,1
194,3,3,3,3,1,1,1,3,2,2,1,1,1
194,4,4,4,2,1,1,1,2,1,1,3,2,2
275,5,1,1,3,1,1,1,3,1,2,1,2,4
275,6,2,2,2,1,1,1,1,3,3,2,1,1
275,7,3,3,3,1,1,1,3,3,3,1,2,2
275,8,4,4,3,1,1,1,3,2,3,2,3,4
174,5,1,1,1,1,1,1,3,1,2,1,2,4
174,6,2,2,3,1,1,1,1,3,3,2,1,1
174,7,3,3,3,1,1,1,3,3,3,1,2,2
174,8,4,4,1,1,1,1,3,2,3,2,3,4
332,1,1,1,2,1,1,1,1,1,2,2,3,3
332,2,2,2,2,1,1,1,2,2,4,3,1,1
332,3,3,3,2,1,1,1,3,2,2,1,1,1
332,4,4,4,3,1,1,1,2,1,1,3,2,2
312,5,1,1,2,1,1,1,3,1,2,1,2,4
